i t_now x_val y_val Tx Ty Tz T1 T2 T3 psi_1 psi_2 psi_3 
1 10.00624704360962 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 135045.0 -63032.0 -22830.0 
2 10.010785818099976 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 134741.0 -62541.0 -22823.0 
3 10.01583480834961 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 134741.0 -62541.0 -22823.0 
4 10.020793437957764 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 134741.0 -62541.0 -22823.0 
5 10.025811433792114 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 134741.0 -62540.0 -22822.0 
6 10.030797719955444 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 134741.0 -62540.0 -22822.0 
7 10.035885334014893 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 134741.0 -62540.0 -22822.0 
8 10.040782451629639 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 134741.0 -62540.0 -22822.0 
9 10.045962572097778 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 134741.0 -62539.0 -22821.0 
10 10.05078387260437 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 134741.0 -62539.0 -22820.0 
11 10.055783748626709 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 134742.0 -62538.0 -22818.0 
12 10.060776948928833 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 134742.0 -62538.0 -22818.0 
13 10.0658438205719 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 134742.0 -62538.0 -22816.0 
14 10.070831060409546 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 134742.0 -62538.0 -22815.0 
15 10.075760126113892 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 134742.0 -62537.0 -22813.0 
16 10.080911636352539 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 134742.0 -62537.0 -22813.0 
17 10.085760593414307 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 134743.0 -62537.0 -22812.0 
18 10.090839862823486 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 134743.0 -62537.0 -22812.0 
19 10.095782995223999 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 134743.0 -62537.0 -22811.0 
20 10.100916147232056 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 134743.0 -62537.0 -22810.0 
21 10.105760335922241 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 134743.0 -62537.0 -22808.0 
22 10.110812664031982 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 134743.0 -62537.0 -22808.0 
23 10.115820407867432 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 134743.0 -62537.0 -22807.0 
24 10.120851039886475 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 134743.0 -62537.0 -22806.0 
25 10.12577486038208 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 134743.0 -62537.0 -22805.0 
26 10.130786895751953 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 134743.0 -62537.0 -22805.0 
27 10.13578200340271 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 134743.0 -62537.0 -22804.0 
