i t_now x_val y_val Tx Ty Tz T1 T2 T3 psi_1 psi_2 psi_3 
1 10.005783081054688 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 0.0 
2 10.010746240615845 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 0.0 
3 10.01573896408081 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 20.0 
4 10.021066665649414 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 20.0 
5 10.02577829360962 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 20.0 
6 10.030728101730347 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 20.0 
7 10.035743951797485 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 20.0 
8 10.040740013122559 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 21.0 
9 10.045918464660645 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 21.0 
10 10.0510835647583 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 21.0 
11 10.055854797363281 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 21.0 
12 10.060802936553955 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 21.0 
13 10.065756559371948 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 21.0 
14 10.070769548416138 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 21.0 
15 10.07569146156311 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 21.0 
16 10.080726385116577 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 21.0 
17 10.085713148117065 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 21.0 
18 10.0907461643219 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 21.0 
19 10.095715999603271 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 21.0 
20 10.100721597671509 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 21.0 
21 10.105931282043457 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 21.0 
22 10.110812664031982 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 21.0 
