i t_now x_val y_val Tx Ty Tz T1 T2 T3 psi_1 psi_2 psi_3 
1 9.995837211608887 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 522.0 -24330.0 56553.0 
2 10.001241207122803 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24274.0 56470.0 
3 10.005905866622925 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24274.0 56470.0 
4 10.011701583862305 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24274.0 56470.0 
5 10.015839338302612 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56470.0 
6 10.02082633972168 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56470.0 
7 10.025978803634644 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56470.0 
8 10.030784845352173 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56470.0 
9 10.03584098815918 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56470.0 
10 10.0407555103302 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56470.0 
11 10.046039342880249 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
12 10.05075454711914 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
13 10.055830478668213 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
14 10.060755252838135 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
15 10.065755367279053 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
16 10.070738792419434 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
17 10.075798511505127 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
18 10.080739974975586 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
19 10.08577299118042 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
20 10.090761661529541 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
21 10.095839262008667 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
22 10.100762844085693 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
23 10.105749368667603 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
24 10.110804557800293 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
25 10.115781545639038 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
26 10.120763063430786 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
27 10.12575387954712 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
28 10.130770206451416 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
29 10.135822296142578 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
30 10.141429424285889 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
31 10.145726919174194 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
32 10.15078616142273 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
33 10.155756711959839 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
34 10.160742282867432 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
35 10.16574501991272 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
36 10.170782089233398 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
37 10.175745487213135 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
38 10.181007146835327 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
39 10.185798645019531 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
40 10.190733909606934 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
41 10.195822954177856 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
42 10.20074462890625 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
43 10.205742120742798 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
44 10.210801839828491 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
45 10.21593165397644 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
46 10.220752716064453 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
47 10.225744009017944 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
48 10.230788946151733 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
49 10.23576307296753 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
50 10.240735054016113 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
51 10.245745420455933 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
52 10.250732660293579 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
53 10.255908012390137 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
54 10.260788679122925 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
55 10.265782356262207 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
56 10.270788669586182 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
57 10.275745630264282 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
58 10.28078818321228 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
59 10.285752773284912 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
60 10.290787696838379 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
61 10.295792579650879 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
62 10.300791025161743 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
63 10.305749893188477 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
64 10.310787439346313 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
65 10.315779447555542 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
66 10.320760250091553 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
67 10.325841903686523 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
68 10.330785751342773 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
69 10.335765361785889 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
70 10.340741634368896 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
71 10.34574270248413 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
72 10.350865840911865 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
73 10.355746269226074 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
74 10.360713720321655 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
75 10.36573052406311 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
76 10.37071180343628 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
77 10.375768184661865 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
78 10.38080883026123 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
79 10.385723352432251 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
80 10.390711784362793 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
81 10.395737886428833 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
82 10.400716066360474 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
83 10.405710697174072 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
84 10.41081690788269 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
85 10.415731191635132 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
86 10.420717477798462 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
87 10.425704717636108 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
88 10.430755615234375 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
89 10.435706853866577 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 521.0 -24273.0 56471.0 
