i t_now roll pitch yaw Tx Ty Tz T1 T2 T3 psi_1 psi_2 psi_3 Tpx Tpy Tix Tiy Tdx Tdy error_x error_y 
1 0.005591869354248047 0.20325245708227158 0.1643276959657669 1.0490511506795883 0 0 0 0.0 0.0 0.0 6334.0 949.0 -970.0 0 0 0 0 0 0 0 0 0 
2 0.010632991790771484 0.20325245708227158 0.1643276959657669 1.0490511506795883 0 0 0 0.0 0.0 0.0 6334.0 949.0 -970.0 0 0 0 0 0 0 0 0 0 
3 0.015554666519165039 0.20325245708227158 0.1643276959657669 1.0490511506795883 0 0 0 0.0 0.0 0.0 6334.0 949.0 -970.0 0 0 0 0 0 0 0 0 0 
4 0.020522356033325195 0.20325245708227158 0.1643276959657669 1.0490511506795883 0 0 0 0.0 0.0 0.0 6334.0 949.0 -970.0 0 0 0 0 0 0 0 0 0 
5 0.025664329528808594 0.20325245708227158 0.1643276959657669 1.0490511506795883 0 0 0 0.0 0.0 0.0 6334.0 949.0 -970.0 0 0 0 0 0 0 0 0 0 
6 0.030538082122802734 0.20325245708227158 0.1643276959657669 1.0490511506795883 0 0 0 0.0 0.0 0.0 6334.0 949.0 -970.0 0 0 0 0 0 0 0 0 0 
7 0.03556466102600098 0.20325245708227158 0.1643276959657669 1.0490511506795883 0 0 0 0.0 0.0 0.0 6334.0 949.0 -970.0 0 0 0 0 0 0 0 0 0 
8 0.04144787788391113 0.20325245708227158 0.1643276959657669 1.0490511506795883 0 0 0 0.0 0.0 0.0 6334.0 949.0 -970.0 0 0 0 0 0 0 0 0 0 
9 0.04820537567138672 0.20325245708227158 0.1643276959657669 1.0490511506795883 0 0 0 0.0 0.0 0.0 6334.0 949.0 -970.0 0 0 0 0 0 0 0 0 0 
10 0.05053997039794922 0.20325245708227158 0.1643276959657669 1.0490511506795883 0 0 0 0.0 0.0 0.0 6334.0 949.0 -970.0 0 0 0 0 0 0 0 0 0 
11 0.06568431854248047 0.20325245708227158 0.1643276959657669 1.0490511506795883 0 0 0 0.0 0.0 0.0 6334.0 949.0 -970.0 0 0 0 0 0 0 0 0 0 
12 0.06811094284057617 0.20325245708227158 0.1643276959657669 1.0490511506795883 0 0 0 0.0 0.0 0.0 6334.0 949.0 -970.0 0 0 0 0 0 0 0 0 0 
13 0.07607769966125488 0.20325245708227158 0.1643276959657669 1.0490511506795883 0 0 0 0.0 0.0 0.0 6334.0 949.0 -970.0 0 0 0 0 0 0 0 0 0 
14 0.07913637161254883 0.20325245708227158 0.1643276959657669 1.0490511506795883 0 0 0 0.0 0.0 0.0 6334.0 949.0 -970.0 0 0 0 0 0 0 0 0 0 
15 0.08669018745422363 0.20325245708227158 0.1643276959657669 1.0490511506795883 0 0 0 0.0 0.0 0.0 6334.0 949.0 -970.0 0 0 0 0 0 0 0 0 0 
16 0.09219980239868164 0.20325245708227158 0.1643276959657669 1.0490511506795883 0 0 0 0.0 0.0 0.0 6334.0 949.0 -970.0 0 0 0 0 0 0 0 0 0 
17 0.09562969207763672 0.20325245708227158 0.1643276959657669 1.0490511506795883 0 0 0 0.0 0.0 0.0 6334.0 949.0 -970.0 0 0 0 0 0 0 0 0 0 
18 0.0986318588256836 0.20325245708227158 0.1643276959657669 1.0490511506795883 0 0 0 0.0 0.0 0.0 6334.0 949.0 -970.0 0 0 0 0 0 0 0 0 0 
19 0.10865545272827148 0.20325245708227158 0.1643276959657669 1.0490511506795883 0 0 0 0.0 0.0 0.0 6334.0 949.0 -970.0 0 0 0 0 0 0 0 0 0 
20 0.1131443977355957 0.20325245708227158 0.1643276959657669 1.0490511506795883 0 0 0 0.0 0.0 0.0 6334.0 949.0 -970.0 0 0 0 0 0 0 0 0 0 
21 0.11528897285461426 0.20325245708227158 0.1643276959657669 1.0490511506795883 0 0 0 0.0 0.0 0.0 6334.0 949.0 -970.0 0 0 0 0 0 0 0 0 0 
22 0.11724042892456055 0.20325245708227158 0.1643276959657669 1.0490511506795883 0 0 0 0.0 0.0 0.0 6334.0 949.0 -970.0 0 0 0 0 0 0 0 0 0 
23 0.12091231346130371 0.20325245708227158 0.1643276959657669 1.0490511506795883 0 0 0 0.0 0.0 0.0 6334.0 949.0 -970.0 0 0 0 0 0 0 0 0 0 
24 0.12851500511169434 0.20325245708227158 0.1643276959657669 1.0490511506795883 0 0 0 0.0 0.0 0.0 6334.0 949.0 -970.0 0 0 0 0 0 0 0 0 0 
25 0.13394427299499512 0.20325245708227158 0.1643276959657669 1.0490511506795883 0 0 0 0.0 0.0 0.0 6334.0 949.0 -970.0 0 0 0 0 0 0 0 0 0 
26 0.1355571746826172 0.20325245708227158 0.1643276959657669 1.0490511506795883 0 0 0 0.0 0.0 0.0 6334.0 949.0 -970.0 0 0 0 0 0 0 0 0 0 
