i t_now roll pitch yaw Tx Ty Tz T1 T2 T3 psi_1 psi_2 psi_3 Tix Tiy 
1 10.005808353424072 -0.0 0.0 0.09855826836428605 0 0 0 0.0 0.0 0.0 -1.0 0.0 0.0 0 0 
2 10.010799884796143 -0.0 0.0 0.09855826836428605 0 0 0 0.0 0.0 0.0 -1.0 0.0 0.0 0 0 
3 10.016035079956055 -0.0 0.0 0.09855826836428605 0 0 0 0.0 0.0 0.0 -1.0 0.0 0.0 0 0 
4 10.020704984664917 -0.0 0.0 0.09855826836428605 0 0 0 0.0 0.0 0.0 -1.0 0.0 0.0 0 0 
5 10.026442289352417 -0.0 0.0 0.09855826836428605 0 0 0 0.0 0.0 0.0 -1.0 0.0 0.0 0 0 
6 10.030972003936768 -0.0 0.0 0.09855826836428605 0 0 0 0.0 0.0 0.0 -1.0 0.0 0.0 0 0 
7 10.0357186794281 -0.0 0.0 0.09855826836428605 0 0 0 0.0 0.0 0.0 -1.0 1.0 0.0 0 0 
8 10.040932178497314 -0.0 0.0 0.09855826836428605 0 0 0 0.0 0.0 0.0 -1.0 1.0 0.0 0 0 
9 10.045701026916504 -0.0 0.0 0.09855826836428605 0 0 0 0.0 0.0 0.0 -1.0 1.0 1.0 0 0 
10 10.050743341445923 -0.0 0.0 0.09855826836428605 0 0 0 0.0 0.0 0.0 -1.0 1.0 1.0 0 0 
11 10.055712938308716 -0.0 0.0 0.09855826836428605 0 0 0 0.0 0.0 0.0 -1.0 1.0 1.0 0 0 
12 10.060725688934326 -0.0 0.0 0.09855826836428605 0 0 0 0.0 0.0 0.0 -1.0 1.0 1.0 0 0 
13 10.065893411636353 -0.0 0.0 0.09855826836428605 0 0 0 0.0 0.0 0.0 -1.0 1.0 1.0 0 0 
14 10.070686101913452 -0.0 0.0 0.09855826836428605 0 0 0 0.0 0.0 0.0 -1.0 1.0 1.0 0 0 
15 10.075729608535767 -0.0 0.0 0.09855826836428605 0 0 0 0.0 0.0 0.0 -1.0 1.0 1.0 0 0 
16 10.080688238143921 -0.0 0.0 0.09855826836428605 0 0 0 0.0 0.0 0.0 -1.0 1.0 1.0 0 0 
17 10.08574390411377 -0.0 0.0 0.09855826836428605 0 0 0 0.0 0.0 0.0 -1.0 1.0 1.0 0 0 
18 10.090697765350342 -0.0 0.0 0.09855826836428605 0 0 0 0.0 0.0 0.0 -1.0 1.0 1.0 0 0 
19 10.095722675323486 -0.0 0.0 0.09855826836428605 0 0 0 0.0 0.0 0.0 -1.0 1.0 1.0 0 0 
20 10.100686311721802 -0.0 0.0 0.09855826836428605 0 0 0 0.0 0.0 0.0 -1.0 1.0 1.0 0 0 
21 10.105898141860962 -0.0 0.0 0.09855826836428605 0 0 0 0.0 0.0 0.0 -1.0 1.0 1.0 0 0 
22 10.110683917999268 -0.0 0.0 0.09855826836428605 0 0 0 0.0 0.0 0.0 -1.0 1.0 1.0 0 0 
23 10.115748643875122 -0.0 0.0 0.09855826836428605 0 0 0 0.0 0.0 0.0 -1.0 1.0 1.0 0 0 
24 10.12069034576416 -0.0 0.0 0.09855826836428605 0 0 0 0.0 0.0 0.0 -1.0 1.0 1.0 0 0 
25 10.125741243362427 -0.0 0.0 0.09855826836428605 0 0 0 0.0 0.0 0.0 -1.0 1.0 1.0 0 0 
26 10.13068175315857 -0.0 0.0 0.09855826836428605 0 0 0 0.0 0.0 0.0 -1.0 1.0 1.0 0 0 
27 10.135828495025635 -0.0 0.0 0.09855826836428605 0 0 0 0.0 0.0 0.0 -1.0 1.0 1.0 0 0 
28 10.140684843063354 -0.0 0.0 0.09855826836428605 0 0 0 0.0 0.0 0.0 -1.0 1.0 1.0 0 0 
29 10.145927906036377 -0.0 0.0 0.09855826836428605 0 0 0 0.0 0.0 0.0 -1.0 1.0 1.0 0 0 
30 10.150690078735352 -0.0 0.0 0.09855826836428605 0 0 0 0.0 0.0 0.0 -1.0 1.0 1.0 0 0 
31 10.155741453170776 -0.0 0.0 0.09855826836428605 0 0 0 0.0 0.0 0.0 -1.0 1.0 1.0 0 0 
32 10.160691499710083 -0.0 0.0 0.09855826836428605 0 0 0 0.0 0.0 0.0 -1.0 1.0 1.0 0 0 
33 10.165711879730225 -0.0 0.0 0.09855826836428605 0 0 0 0.0 0.0 0.0 -1.0 1.0 1.0 0 0 
34 10.170679330825806 -0.0 0.0 0.09855826836428605 0 0 0 0.0 0.0 0.0 -1.0 1.0 1.0 0 0 
35 10.175755739212036 -0.0 0.0 0.09855826836428605 0 0 0 0.0 0.0 0.0 -1.0 1.0 1.0 0 0 
36 10.180678844451904 -0.0 0.0 0.09855826836428605 0 0 0 0.0 0.0 0.0 -1.0 1.0 1.0 0 0 
37 10.185672044754028 -0.0 0.0 0.09855826836428605 0 0 0 0.0 0.0 0.0 -1.0 1.0 1.0 0 0 
38 10.190687417984009 -0.0 0.0 0.09855826836428605 0 0 0 0.0 0.0 0.0 -1.0 1.0 1.0 0 0 
39 10.195703983306885 -0.0 0.0 0.09855826836428605 0 0 0 0.0 0.0 0.0 -1.0 1.0 1.0 0 0 
