i t_now x_val y_val Tx Ty Tz T1 T2 T3 psi_1 psi_2 psi_3 Tix Tiy 
1 10.005840301513672 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 -1.0 0.0 0 0 
2 10.010708570480347 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 -1.0 0.0 0 0 
3 10.015739679336548 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 -1.0 0.0 0 0 
4 10.020711183547974 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 -1.0 0.0 0 0 
5 10.025709867477417 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 -1.0 1.0 0 0 
6 10.030686140060425 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 0.0 1.0 0 0 
7 10.035735368728638 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 0.0 1.0 0 0 
8 10.040684223175049 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 0.0 1.0 0 0 
9 10.046039581298828 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 0.0 2.0 0 0 
10 10.050689935684204 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 1.0 2.0 0 0 
11 10.05575704574585 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 1.0 2.0 0 0 
12 10.060715198516846 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 1.0 2.0 0 0 
13 10.065709352493286 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 1.0 2.0 0 0 
14 10.07071042060852 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 1.0 2.0 0 0 
15 10.075738668441772 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
16 10.080787897109985 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
17 10.085955619812012 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
18 10.090699911117554 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
19 10.095728158950806 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
20 10.101019382476807 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
21 10.105739831924438 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
22 10.110780477523804 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
23 10.115714311599731 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
24 10.120769262313843 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
25 10.125710248947144 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
26 10.130750894546509 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
27 10.135735273361206 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
28 10.140739440917969 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
29 10.145697593688965 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
30 10.150728464126587 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
31 10.155645370483398 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
32 10.160970687866211 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
33 10.165637969970703 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
34 10.170653104782104 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
35 10.17564868927002 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
36 10.180664539337158 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
37 10.185634851455688 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
38 10.190654039382935 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
39 10.1956787109375 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
40 10.200634002685547 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
41 10.205654621124268 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
42 10.21066689491272 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
43 10.215676546096802 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
44 10.220643997192383 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
45 10.225651741027832 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
46 10.230647325515747 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
47 10.235671281814575 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
48 10.240635871887207 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
49 10.245657920837402 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
50 10.25066065788269 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
51 10.255676031112671 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
52 10.260636568069458 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
53 10.265664339065552 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
54 10.270636081695557 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
55 10.275650262832642 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
56 10.280640840530396 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
57 10.285685062408447 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
58 10.29098105430603 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
59 10.295681715011597 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
60 10.300649881362915 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
61 10.305686473846436 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
62 10.310641050338745 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
63 10.315654277801514 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
64 10.320637464523315 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
65 10.325641393661499 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
66 10.330636739730835 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
67 10.335675954818726 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
68 10.340676069259644 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
69 10.345647811889648 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
70 10.350674390792847 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
71 10.355635643005371 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
72 10.360658407211304 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
73 10.365635395050049 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
74 10.370655059814453 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
75 10.375643730163574 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
76 10.38065242767334 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
77 10.385639905929565 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
78 10.390659093856812 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
79 10.395636081695557 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 2.0 2.0 0 0 
