i t_now roll pitch yaw Tx Ty Tz T1 T2 T3 psi_1 psi_2 psi_3 Tpx Tpy Tix Tiy Tdx Tdy error_x error_y 
57 10.28076434135437 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
58 10.285704851150513 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
59 10.2906973361969 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
60 10.29569959640503 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
61 10.300694227218628 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
62 10.305712461471558 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
63 10.310896873474121 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
64 10.315764665603638 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
65 10.320752382278442 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
66 10.325768947601318 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
67 10.3307466506958 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
68 10.33592176437378 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
69 10.340739250183105 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
70 10.345777750015259 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
71 10.350746870040894 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
72 10.355786085128784 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
73 10.360699892044067 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
74 10.365785360336304 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
75 10.370774030685425 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
76 10.37572693824768 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
77 10.380694150924683 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
78 10.385725259780884 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
79 10.39070439338684 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
80 10.39569878578186 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
81 10.40071153640747 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
82 10.405717849731445 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
83 10.41072154045105 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
84 10.415697813034058 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
85 10.42070484161377 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
86 10.42566728591919 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
87 10.430686950683594 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
88 10.435660362243652 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
89 10.440695524215698 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
90 10.445664405822754 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
91 10.450681686401367 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
92 10.45565676689148 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
93 10.460668087005615 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
94 10.465657949447632 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
95 10.47065782546997 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
96 10.47565484046936 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
97 10.480762720108032 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
98 10.485651969909668 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
99 10.490675449371338 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
100 10.495658874511719 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
101 10.500690460205078 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
102 10.505656242370605 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
103 10.510673999786377 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
104 10.5156569480896 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
105 10.520672798156738 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
106 10.525779008865356 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
107 10.530683040618896 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
108 10.535656213760376 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
109 10.540658950805664 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
110 10.545655727386475 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
111 10.550682067871094 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
112 10.55565333366394 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
113 10.560672998428345 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
114 10.565658330917358 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
115 10.570676326751709 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
116 10.575660705566406 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
117 10.580658197402954 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
118 10.585656881332397 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
119 10.590675354003906 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
120 10.595661878585815 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
121 10.600695133209229 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
122 10.605655431747437 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
123 10.610658168792725 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
124 10.615659475326538 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
125 10.620692014694214 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
126 10.625657320022583 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
127 10.63067626953125 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
128 10.63566517829895 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
129 10.640762090682983 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
130 10.64565896987915 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
131 10.650660514831543 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
132 10.655659675598145 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
133 10.660696506500244 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
134 10.665655851364136 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
135 10.670674562454224 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
136 10.675661325454712 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
137 10.680680274963379 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
138 10.685659885406494 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
139 10.690672874450684 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
140 10.695666790008545 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
141 10.700677871704102 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
142 10.70566177368164 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
143 10.710663318634033 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
144 10.715663433074951 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
145 10.720685482025146 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
146 10.725658416748047 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
147 10.730672121047974 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
148 10.735662698745728 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
149 10.740675926208496 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
150 10.745768547058105 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
151 10.750661849975586 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
152 10.755670070648193 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
153 10.760661840438843 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
154 10.765655279159546 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
155 10.770710229873657 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
156 10.775660753250122 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
157 10.780661582946777 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
158 10.785656452178955 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
159 10.790677785873413 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
160 10.795662879943848 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
161 10.800661563873291 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
162 10.805660009384155 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
163 10.810722827911377 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
164 10.815658807754517 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
165 10.820663690567017 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
166 10.825658082962036 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
167 10.830676078796387 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
168 10.835663318634033 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
169 10.840662002563477 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
170 10.845684051513672 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
171 10.850703239440918 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
172 10.855665922164917 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
173 10.860661268234253 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
174 10.865659713745117 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
175 10.870664596557617 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
176 10.875700235366821 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
177 10.880668640136719 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
178 10.885663032531738 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
179 10.890663862228394 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
180 10.895671606063843 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
181 10.900667905807495 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
182 10.905747890472412 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
183 10.911175012588501 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
184 10.915684223175049 -0.0 0.0 0.09644904569722712 0 0 0 0.0 0.0 0.0 1.0 2.0 1.0 0 0 0 0 0 0 0 0 
