i t_now x_val y_val Tx Ty Tz T1 T2 T3 psi_1 psi_2 psi_3 
1 10.035820484161377 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 0.0 1.0 -1.0 
2 10.040727138519287 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 -1.0 0.0 -1.0 
3 10.045738935470581 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 -1.0 0.0 -1.0 
4 10.050678968429565 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 -1.0 0.0 -1.0 
5 10.0559663772583 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 -1.0 1.0 -1.0 
6 10.060711145401001 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 -1.0 1.0 0.0 
7 10.065725803375244 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 -1.0 1.0 0.0 
8 10.070693731307983 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 -1.0 2.0 1.0 
9 10.075721502304077 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 0.0 2.0 1.0 
10 10.08069396018982 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 0.0 2.0 2.0 
11 10.08574914932251 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 0.0 2.0 2.0 
12 10.09068512916565 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 1.0 2.0 2.0 
13 10.095844507217407 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 1.0 2.0 2.0 
14 10.100693702697754 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 1.0 2.0 2.0 
15 10.106076717376709 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 1.0 2.0 2.0 
16 10.110698938369751 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 1.0 2.0 2.0 
17 10.115790367126465 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 1.0 2.0 2.0 
18 10.120655536651611 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 1.0 2.0 2.0 
19 10.125662803649902 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 1.0 2.0 2.0 
20 10.130667448043823 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 1.0 2.0 2.0 
21 10.135685920715332 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 1.0 2.0 2.0 
22 10.140689849853516 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 1.0 2.0 2.0 
23 10.145650386810303 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 1.0 2.0 2.0 
24 10.150678634643555 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 1.0 2.0 2.0 
25 10.15564775466919 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 1.0 2.0 2.0 
26 10.160646677017212 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 1.0 2.0 2.0 
27 10.165654182434082 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 1.0 2.0 2.0 
28 10.170683860778809 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 1.0 2.0 2.0 
29 10.175791501998901 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 1.0 2.0 2.0 
30 10.180997371673584 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 1.0 2.0 2.0 
31 10.185730457305908 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 1.0 2.0 2.0 
32 10.190792083740234 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 1.0 2.0 2.0 
33 10.195684671401978 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 1.0 2.0 2.0 
34 10.20068621635437 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 1.0 2.0 2.0 
35 10.2057785987854 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 1.0 2.0 2.0 
36 10.210657119750977 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 1.0 2.0 2.0 
37 10.2156982421875 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 1.0 2.0 2.0 
38 10.220664978027344 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 1.0 2.0 2.0 
39 10.225691556930542 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 1.0 2.0 2.0 
40 10.230664014816284 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 1.0 2.0 2.0 
