i t_now x_val y_val Tx Ty Tz T1 T2 T3 psi_1 psi_2 psi_3 Tix Tiy 
1 10.015945672988892 -0.0 0.0 0 0 0 0.0 0.0 0.0 -3119.0 20611.0 -6469.0 0 0 
2 10.021310091018677 -0.0 0.0 0 0 0 0.0 0.0 0.0 -3117.0 20790.0 -6612.0 0 0 
3 10.026161193847656 -0.0 0.0 0 0 0 0.0 0.0 0.0 -3117.0 20790.0 -6612.0 0 0 
4 10.030844688415527 -0.0 0.0 0 0 0 0.0 0.0 0.0 -3117.0 20790.0 -6611.0 0 0 
5 10.035869359970093 -0.0 0.0 0 0 0 0.0 0.0 0.0 -3117.0 20790.0 -6611.0 0 0 
6 10.040797472000122 -0.0 0.0 0 0 0 0.0 0.0 0.0 -3116.0 20791.0 -6611.0 0 0 
7 10.046178579330444 -0.0 0.0 0 0 0 0.0 0.0 0.0 -3116.0 20791.0 -6611.0 0 0 
8 10.050812482833862 -0.0 0.0 0 0 0 0.0 0.0 0.0 -3116.0 20791.0 -6610.0 0 0 
9 10.056500673294067 -0.0 0.0 0 0 0 0.0 0.0 0.0 -3116.0 20791.0 -6610.0 0 0 
10 10.060788631439209 -0.0 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -3115.0 20791.0 -6610.0 0 0 
11 10.065852403640747 -0.0 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -3115.0 20791.0 -6609.0 0 0 
12 10.070782661437988 -0.0 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -3115.0 20791.0 -6609.0 0 0 
13 10.075808048248291 -0.0 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -3115.0 20791.0 -6609.0 0 0 
14 10.080896377563477 -0.0 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -3115.0 20791.0 -6609.0 0 0 
15 10.086523056030273 -0.0 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -3115.0 20791.0 -6609.0 0 0 
16 10.090997695922852 -0.0 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -3115.0 20791.0 -6609.0 0 0 
17 10.095903396606445 -0.0 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -3115.0 20791.0 -6609.0 0 0 
18 10.100791692733765 -0.0 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -3115.0 20791.0 -6609.0 0 0 
19 10.105735301971436 -0.0 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -3115.0 20791.0 -6609.0 0 0 
20 10.110764741897583 -0.0 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -3115.0 20791.0 -6609.0 0 0 
21 10.11573314666748 -0.0 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -3115.0 20791.0 -6609.0 0 0 
22 10.120744705200195 -0.0 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -3115.0 20791.0 -6609.0 0 0 
23 10.125738620758057 -0.0 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -3115.0 20791.0 -6609.0 0 0 
24 10.130752801895142 -0.0 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -3115.0 20791.0 -6609.0 0 0 
25 10.135728120803833 -0.0 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -3115.0 20791.0 -6609.0 0 0 
26 10.1407790184021 -0.0 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -3115.0 20791.0 -6609.0 0 0 
27 10.145726680755615 -0.0 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -3115.0 20791.0 -6609.0 0 0 
28 10.15073561668396 -0.0 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -3115.0 20791.0 -6609.0 0 0 
29 10.155727624893188 -0.0 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -3115.0 20791.0 -6609.0 0 0 
30 10.16074013710022 -0.0 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -3115.0 20791.0 -6609.0 0 0 
31 10.16574239730835 -0.0 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -3115.0 20791.0 -6609.0 0 0 
32 10.17074704170227 -0.0 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -3115.0 20791.0 -6609.0 0 0 
33 10.175727605819702 -0.0 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -3115.0 20791.0 -6609.0 0 0 
34 10.180735349655151 -0.0 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -3115.0 20791.0 -6609.0 0 0 
35 10.185733079910278 -0.0 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -3115.0 20791.0 -6609.0 0 0 
36 10.190735578536987 -0.0 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -3115.0 20791.0 -6609.0 0 0 
37 10.195730209350586 -0.0 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -3115.0 20791.0 -6609.0 0 0 
38 10.20073390007019 -0.0 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -3115.0 20791.0 -6609.0 0 0 
39 10.205729007720947 -0.0 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -3115.0 20791.0 -6609.0 0 0 
40 10.210740327835083 -0.0 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -3115.0 20791.0 -6609.0 0 0 
41 10.215739250183105 -0.0 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -3115.0 20791.0 -6609.0 0 0 
42 10.220734119415283 -0.0 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -3115.0 20791.0 -6609.0 0 0 
43 10.225728511810303 -0.0 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -3115.0 20791.0 -6609.0 0 0 
44 10.230739116668701 -0.0 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -3115.0 20791.0 -6609.0 0 0 
45 10.23574686050415 -0.0 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -3115.0 20791.0 -6609.0 0 0 
46 10.240746021270752 -0.0 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -3115.0 20791.0 -6609.0 0 0 
