i t_now x_val y_val Tx Ty Tz T1 T2 T3 psi_1 psi_2 psi_3 
1 10.000887870788574 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26145.0 -4321.0 -13623.0 
2 10.00574803352356 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26145.0 -4321.0 -13623.0 
3 10.010854244232178 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4650.0 -13730.0 
4 10.015936851501465 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4650.0 -13730.0 
5 10.020731449127197 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4650.0 -13730.0 
6 10.025772094726562 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4650.0 -13730.0 
7 10.03074026107788 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13730.0 
8 10.035780191421509 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13730.0 
9 10.040946245193481 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
10 10.04584288597107 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
11 10.05074429512024 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
12 10.05607295036316 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
13 10.060723066329956 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
14 10.065759181976318 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
15 10.070719480514526 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
16 10.076132774353027 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
17 10.080764532089233 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
18 10.085776805877686 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
19 10.090714454650879 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
20 10.095755100250244 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
21 10.10072922706604 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
22 10.106025695800781 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
23 10.11094045639038 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
24 10.115923404693604 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
25 10.12071681022644 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
26 10.12576675415039 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
27 10.13071894645691 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
28 10.135968446731567 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
29 10.140717029571533 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
30 10.145792484283447 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
31 10.15073823928833 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
32 10.155742168426514 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
33 10.160717010498047 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
34 10.16594910621643 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
35 10.170714616775513 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
36 10.175740242004395 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
37 10.180914878845215 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
38 10.185707092285156 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
39 10.190752983093262 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
40 10.195887088775635 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
41 10.200723648071289 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
42 10.205769300460815 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
43 10.21072769165039 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
44 10.21576452255249 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
45 10.220714807510376 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
46 10.225974798202515 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
47 10.23070740699768 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
48 10.235989332199097 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
49 10.240702629089355 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
50 10.245853900909424 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
51 10.250702857971191 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
52 10.255751609802246 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
53 10.260722398757935 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
54 10.265754222869873 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
55 10.270715713500977 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
56 10.275740623474121 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
57 10.280734062194824 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
58 10.285758018493652 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
59 10.290721654891968 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
60 10.295748949050903 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
61 10.30070185661316 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
62 10.305755853652954 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
63 10.310721158981323 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
64 10.315770387649536 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
65 10.320725440979004 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26657.0 -4649.0 -13729.0 
