i t_now x_val y_val Tx Ty Tz T1 T2 T3 psi_1 psi_2 psi_3 
1 10.000755786895752 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 112164.0 -69282.0 -10136.0 
2 10.00577425956726 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 112354.0 -68972.0 -10572.0 
3 10.010750770568848 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 112354.0 -68972.0 -10572.0 
4 10.015730381011963 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 112354.0 -68972.0 -10572.0 
5 10.021032333374023 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 112354.0 -68972.0 -10572.0 
6 10.025769472122192 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 112354.0 -68972.0 -10572.0 
7 10.030796766281128 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 112354.0 -68972.0 -10572.0 
8 10.035760402679443 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 112354.0 -68971.0 -10572.0 
9 10.040748119354248 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 112354.0 -68971.0 -10572.0 
10 10.045713901519775 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 112354.0 -68970.0 -10572.0 
11 10.050778865814209 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 112354.0 -68970.0 -10572.0 
12 10.055707454681396 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 112354.0 -68970.0 -10571.0 
13 10.060791730880737 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 112354.0 -68970.0 -10571.0 
14 10.065692901611328 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 112354.0 -68970.0 -10571.0 
15 10.070749044418335 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 112354.0 -68970.0 -10571.0 
16 10.075693130493164 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 112354.0 -68970.0 -10571.0 
17 10.080757856369019 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 112354.0 -68970.0 -10571.0 
18 10.085691928863525 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 112354.0 -68970.0 -10571.0 
19 10.090728282928467 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 112354.0 -68970.0 -10571.0 
20 10.095700979232788 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 112354.0 -68970.0 -10571.0 
21 10.100788116455078 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 112354.0 -68970.0 -10571.0 
22 10.105715036392212 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 112354.0 -68970.0 -10571.0 
23 10.110774278640747 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 112354.0 -68970.0 -10571.0 
24 10.115750551223755 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 112354.0 -68970.0 -10571.0 
25 10.120694160461426 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 112354.0 -68970.0 -10571.0 
26 10.125762462615967 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 112354.0 -68970.0 -10571.0 
27 10.13070273399353 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 112354.0 -68970.0 -10571.0 
28 10.13572645187378 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 112354.0 -68970.0 -10571.0 
29 10.140751600265503 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 112354.0 -68970.0 -10571.0 
30 10.145803928375244 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 112354.0 -68970.0 -10571.0 
31 10.150689601898193 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 112354.0 -68970.0 -10571.0 
32 10.155722379684448 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 112354.0 -68970.0 -10571.0 
33 10.160848617553711 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 112354.0 -68970.0 -10571.0 
34 10.16573715209961 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 112354.0 -68970.0 -10571.0 
35 10.170671463012695 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 112354.0 -68970.0 -10571.0 
36 10.175692319869995 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 112354.0 -68970.0 -10571.0 
37 10.180679321289062 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 112354.0 -68970.0 -10571.0 
38 10.185677289962769 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 112354.0 -68970.0 -10571.0 
39 10.190740585327148 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 112354.0 -68970.0 -10571.0 
40 10.195669174194336 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 112354.0 -68970.0 -10571.0 
41 10.20067811012268 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 112354.0 -68970.0 -10571.0 
42 10.205682754516602 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 112354.0 -68970.0 -10571.0 
43 10.210707187652588 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 112354.0 -68970.0 -10571.0 
