i t_now x_val y_val Tx Ty Tz T1 T2 T3 psi_1 psi_2 psi_3 Tix Tiy 
1 10.020836591720581 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 1.0 -1.0 0 0 
2 10.025703191757202 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 1.0 -1.0 0 0 
3 10.0307137966156 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 1.0 -1.0 0 0 
4 10.035711765289307 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 1.0 -1.0 0 0 
5 10.040733337402344 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 1.0 -1.0 0 0 
6 10.045714139938354 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 1.0 -1.0 0 0 
7 10.050712585449219 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 1.0 0.0 0 0 
8 10.055691242218018 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 1.0 0.0 0 0 
9 10.060779333114624 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 1.0 0.0 0 0 
10 10.06568956375122 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 1.0 1.0 0 0 
11 10.07075834274292 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 1.0 1.0 0 0 
12 10.07585072517395 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 1.0 1.0 0 0 
13 10.081071376800537 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 1.0 1.0 0 0 
14 10.085696697235107 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 1.0 1.0 0 0 
15 10.09073805809021 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 1.0 1.0 0 0 
16 10.095677614212036 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 1.0 1.0 0 0 
17 10.100753784179688 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 1.0 1.0 0 0 
18 10.105682611465454 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 1.0 1.0 0 0 
19 10.110683917999268 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 1.0 1.0 0 0 
20 10.115767240524292 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 1.0 1.0 0 0 
21 10.120853424072266 -0.0 0.0 0 0 0 0.0 0.0 0.0 0.0 1.0 1.0 0 0 
22 10.125700235366821 0.00019174814224243164 0.0 0 0 0 0.0 0.0 0.0 0.0 1.0 1.0 0 0 
23 10.130806684494019 0.00019174814224243164 0.0 0 0 0 0.0 0.0 0.0 0.0 1.0 1.0 0 0 
24 10.13573169708252 0.00019174814224243164 0.0 0 0 0 0.0 0.0 0.0 0.0 1.0 1.0 0 0 
