i t_now roll pitch yaw Tx Ty Tz T1 T2 T3 psi_1 psi_2 psi_3 Tix Tiy 
1 10.016205549240112 -0.0 0.0 0.10162623226642609 0 0 0 0.0 0.0 0.0 -1.0 1.0 0.0 0 0 
2 10.020694255828857 -0.0 0.0 0.10162623226642609 0 0 0 0.0 0.0 0.0 -1.0 1.0 0.0 0 0 
3 10.02630877494812 -0.0 0.0 0.10162623226642609 0 0 0 0.0 0.0 0.0 0.0 1.0 0.0 0 0 
4 10.030766248703003 -0.0 0.0 0.10162623226642609 0 0 0 0.0 0.0 0.0 0.0 1.0 0.0 0 0 
5 10.035826444625854 -0.0 0.0 0.10162623226642609 0 0 0 0.0 0.0 0.0 0.0 1.0 0.0 0 0 
6 10.040681600570679 -0.0 0.0 0.10162623226642609 0 0 0 0.0 0.0 0.0 0.0 2.0 0.0 0 0 
7 10.045894861221313 -0.0 0.0 0.10162623226642609 0 0 0 0.0 0.0 0.0 0.0 2.0 0.0 0 0 
8 10.050698280334473 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
9 10.055931091308594 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
10 10.060680627822876 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
11 10.065730094909668 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
12 10.070796489715576 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
13 10.075735807418823 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
14 10.080912351608276 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
15 10.085845708847046 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
16 10.091365098953247 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
17 10.095691680908203 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
18 10.100846290588379 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
19 10.105692863464355 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
20 10.110851287841797 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
21 10.115824699401855 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
22 10.120684385299683 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
23 10.125701665878296 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
24 10.130680322647095 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
25 10.135735034942627 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
26 10.14067792892456 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
27 10.145738363265991 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
28 10.150696754455566 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
29 10.155714988708496 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
30 10.161103248596191 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
31 10.165964841842651 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
32 10.171019554138184 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
33 10.176187515258789 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
34 10.180766820907593 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
35 10.185834407806396 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
36 10.190688371658325 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
37 10.196000814437866 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
38 10.200731039047241 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
39 10.20584774017334 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
40 10.21068263053894 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
41 10.216015577316284 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
42 10.220701217651367 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
43 10.226064443588257 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
44 10.2306809425354 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
45 10.23600721359253 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
46 10.240657567977905 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
47 10.245708227157593 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
48 10.250672101974487 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
49 10.255847215652466 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
50 10.260682821273804 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
51 10.265944719314575 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
52 10.270695686340332 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
53 10.275729656219482 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
54 10.280676126480103 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
55 10.285740852355957 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
56 10.290678024291992 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
57 10.2957181930542 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
58 10.300779819488525 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
59 10.305893898010254 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
60 10.310728073120117 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
61 10.315666437149048 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
62 10.320679664611816 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
63 10.325726747512817 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
64 10.330889701843262 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
65 10.335777282714844 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
66 10.34068250656128 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
67 10.345743417739868 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
68 10.350683450698853 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
69 10.355729103088379 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
70 10.360696077346802 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
71 10.365724563598633 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
72 10.37067437171936 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
73 10.37583303451538 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
74 10.380683422088623 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
75 10.385829448699951 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
76 10.390833377838135 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
77 10.395934104919434 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
78 10.400689125061035 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
79 10.405900478363037 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
80 10.410682916641235 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
81 10.415693521499634 -0.0 0.0 0.10200972747406922 0 0 0 0.0 0.0 0.0 1.0 2.0 0.0 0 0 
