i t_now roll pitch yaw Tx Ty Tz T1 T2 T3 psi_1 psi_2 psi_3 Tix Tiy 
1 10.015602588653564 -0.0 0.0 1.63675756752491 0 0 0 0.0 0.0 0.0 3944.0 4927.0 10354.0 0 0 
2 10.02064847946167 -0.0 0.0 1.63675756752491 0 0 0 0.0 0.0 0.0 3944.0 4927.0 10354.0 0 0 
3 10.02560830116272 -0.0 0.0 1.63675756752491 0 0 0 0.0 0.0 0.0 3939.0 4896.0 10345.0 0 0 
4 10.030642747879028 -0.0 0.0 1.63675756752491 0 0 0 0.0 0.0 0.0 3939.0 4896.0 10345.0 0 0 
5 10.035598039627075 -0.0 0.0 1.63675756752491 0 0 0 0.0 0.0 0.0 3939.0 4896.0 10346.0 0 0 
6 10.040612697601318 -0.0 0.0 1.63675756752491 0 0 0 0.0 0.0 0.0 3939.0 4896.0 10346.0 0 0 
7 10.045643091201782 -0.0 0.0 1.63675756752491 0 0 0 0.0 0.0 0.0 3939.0 4897.0 10346.0 0 0 
8 10.050597667694092 -0.0 0.0 1.63675756752491 0 0 0 0.0 0.0 0.0 3939.0 4897.0 10347.0 0 0 
9 10.055608749389648 -0.0 0.0 1.63675756752491 0 0 0 0.0 0.0 0.0 3939.0 4897.0 10347.0 0 0 
10 10.06060528755188 -0.0 0.0 1.63675756752491 0 0 0 0.0 0.0 0.0 3939.0 4897.0 10348.0 0 0 
11 10.065621614456177 -0.0 0.0 1.63675756752491 0 0 0 0.0 0.0 0.0 3939.0 4898.0 10348.0 0 0 
12 10.070623397827148 -0.0 0.0 1.63675756752491 0 0 0 0.0 0.0 0.0 3939.0 4898.0 10349.0 0 0 
13 10.075622320175171 -0.0 0.0 1.63675756752491 0 0 0 0.0 0.0 0.0 3939.0 4898.0 10349.0 0 0 
14 10.08060622215271 -0.0 0.0 1.63675756752491 0 0 0 0.0 0.0 0.0 3939.0 4898.0 10349.0 0 0 
15 10.085624933242798 -0.0 0.0 1.63675756752491 0 0 0 0.0 0.0 0.0 3939.0 4898.0 10349.0 0 0 
