i t_now x_val y_val Tx Ty Tz T1 T2 T3 psi_1 psi_2 psi_3 
1 10.005782127380371 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 179974.0 -28803.0 -49931.0 
2 10.010772228240967 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 180010.0 -29026.0 -49761.0 
3 10.015879154205322 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 180010.0 -29026.0 -49761.0 
4 10.020786046981812 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 180010.0 -29026.0 -49760.0 
5 10.025794744491577 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 180010.0 -29026.0 -49760.0 
6 10.030750751495361 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 180010.0 -29026.0 -49759.0 
7 10.035797595977783 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 180010.0 -29026.0 -49759.0 
8 10.040748119354248 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 180010.0 -29026.0 -49759.0 
9 10.045790433883667 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 180011.0 -29026.0 -49759.0 
10 10.050779342651367 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 180011.0 -29026.0 -49759.0 
11 10.05596137046814 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 180011.0 -29026.0 -49759.0 
12 10.060731410980225 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 180011.0 -29025.0 -49759.0 
13 10.065751075744629 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 180011.0 -29025.0 -49759.0 
14 10.070712089538574 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 180011.0 -29025.0 -49759.0 
15 10.075750827789307 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 180011.0 -29025.0 -49759.0 
16 10.080729007720947 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 180011.0 -29025.0 -49759.0 
17 10.085829973220825 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 180011.0 -29025.0 -49759.0 
18 10.090737342834473 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 180011.0 -29025.0 -49759.0 
19 10.095753908157349 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 180011.0 -29025.0 -49759.0 
