i t_now x_val y_val Tx Ty Tz T1 T2 T3 psi_1 psi_2 psi_3 Tix Tiy 
1 10.005690097808838 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46046.0 63104.0 0 0 
2 10.010719299316406 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46046.0 63104.0 0 0 
3 10.015685081481934 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46046.0 63104.0 0 0 
4 10.020672798156738 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46046.0 63104.0 0 0 
5 10.025708436965942 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46046.0 63104.0 0 0 
6 10.030683517456055 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46046.0 63104.0 0 0 
7 10.03598666191101 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46046.0 63104.0 0 0 
8 10.041171550750732 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46046.0 63104.0 0 0 
9 10.046399116516113 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46046.0 63104.0 0 0 
10 10.05068325996399 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
11 10.055885553359985 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
12 10.060693740844727 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
13 10.065764904022217 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
14 10.070722818374634 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
15 10.075704097747803 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
16 10.080790281295776 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
17 10.085712194442749 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
18 10.090666770935059 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
19 10.095808029174805 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
20 10.10081171989441 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
21 10.105640172958374 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
22 10.110617399215698 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
23 10.115702629089355 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
24 10.12061619758606 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
25 10.12565302848816 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
26 10.130608797073364 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
27 10.135812282562256 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
28 10.140596628189087 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
29 10.145651578903198 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
30 10.150611639022827 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
31 10.155635356903076 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
32 10.160638093948364 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
33 10.16562032699585 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
34 10.170662641525269 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
35 10.175658941268921 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
36 10.180613994598389 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
37 10.185619115829468 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
38 10.190612316131592 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
39 10.195929765701294 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
40 10.200613498687744 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
41 10.205717086791992 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
42 10.210651159286499 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
43 10.215810775756836 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
44 10.220618486404419 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
45 10.225667953491211 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
46 10.23063349723816 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
47 10.23564863204956 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
48 10.240707397460938 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
49 10.245635509490967 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
50 10.250683784484863 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
51 10.255622148513794 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
52 10.260650157928467 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
53 10.265615224838257 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
54 10.270673036575317 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
55 10.275629997253418 -0.0 0.0 0 0 0 0.0 0.0 0.0 -19861.0 -46045.0 63104.0 0 0 
