i t_now x_val y_val Tx Ty Tz T1 T2 T3 psi_1 psi_2 psi_3 Tix Tiy 
1 10.000647068023682 -0.0 0.0 0 0 0 0.0 0.0 0.0 -867.0 -1494.0 4003.0 0 0 
2 10.00561237335205 -0.0 0.0 0 0 0 0.0 0.0 0.0 -864.0 -1492.0 4002.0 0 0 
3 10.010623931884766 -0.0 0.0 0 0 0 0.0 0.0 0.0 -864.0 -1492.0 4002.0 0 0 
4 10.015613555908203 -0.0 0.0 0 0 0 0.0 0.0 0.0 -864.0 -1492.0 4002.0 0 0 
5 10.020649433135986 -0.0 0.0 0 0 0 0.0 0.0 0.0 -864.0 -1492.0 4002.0 0 0 
6 10.025612831115723 -0.0 0.0 0 0 0 0.0 0.0 0.0 -864.0 -1492.0 4002.0 0 0 
7 10.030615329742432 -0.0 0.0 0 0 0 0.0 0.0 0.0 -864.0 -1492.0 4002.0 0 0 
8 10.035640716552734 -0.0 0.0 0 0 0 0.0 0.0 0.0 -864.0 -1491.0 4002.0 0 0 
9 10.04063892364502 -0.00019174814224243164 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -864.0 -1491.0 4002.0 0 0 
10 10.045608520507812 -0.00019174814224243164 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -864.0 -1491.0 4002.0 0 0 
11 10.050611734390259 -0.00019174814224243164 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -863.0 -1490.0 4002.0 0 0 
12 10.05561113357544 -0.00019174814224243164 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -863.0 -1490.0 4002.0 0 0 
13 10.060609340667725 -0.00019174814224243164 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -863.0 -1490.0 4002.0 0 0 
14 10.06562089920044 -0.00019174814224243164 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -863.0 -1490.0 4002.0 0 0 
15 10.070625305175781 -0.00019174814224243164 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -863.0 -1490.0 4002.0 0 0 
16 10.075613260269165 -0.00019174814224243164 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -863.0 -1490.0 4002.0 0 0 
17 10.080642700195312 -0.00019174814224243164 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -863.0 -1490.0 4002.0 0 0 
18 10.085620641708374 -0.00019174814224243164 0.00019174814224243164 0 0 0 0.0 0.0 0.0 -863.0 -1490.0 4002.0 0 0 
