i t_now roll pitch yaw Tx Ty Tz T1 T2 T3 psi_1 psi_2 psi_3 Tpx Tpy Tix Tiy Tdx Tdy 
187 10.935928583145142 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
188 10.940792560577393 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
189 10.945827007293701 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
190 10.950751543045044 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
191 10.955981254577637 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
192 10.960735082626343 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
193 10.965793371200562 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
194 10.970725297927856 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
195 10.975753545761108 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
196 10.980744361877441 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
197 10.985753297805786 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
198 10.990689992904663 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
199 10.995702981948853 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
200 11.000692367553711 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
201 11.005719184875488 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
202 11.010687828063965 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
203 11.015783786773682 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
204 11.020755529403687 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
205 11.02570128440857 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
206 11.030730724334717 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
207 11.03569769859314 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
208 11.040688037872314 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
209 11.04583477973938 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
210 11.050685405731201 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
211 11.055740356445312 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
212 11.06069040298462 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
213 11.065699815750122 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
214 11.070710182189941 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
215 11.07570219039917 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
216 11.080697298049927 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
217 11.085736989974976 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
218 11.090702533721924 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
219 11.095688343048096 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
220 11.100740671157837 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
221 11.105689525604248 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
222 11.11069941520691 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
223 11.11572265625 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
224 11.120703935623169 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
225 11.125688076019287 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
226 11.130737066268921 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
227 11.135687828063965 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
228 11.14070200920105 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
229 11.145702838897705 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
230 11.150707721710205 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
231 11.155689001083374 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
232 11.160703897476196 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
233 11.165696620941162 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
234 11.170703172683716 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
235 11.175707817077637 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
236 11.180739641189575 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
237 11.185686826705933 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
238 11.190809965133667 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
239 11.195693016052246 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
240 11.200700283050537 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
241 11.205809593200684 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
242 11.210706233978271 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
243 11.21568512916565 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
244 11.220707654953003 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
245 11.22571325302124 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
246 11.23070478439331 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
247 11.235743522644043 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
248 11.240690231323242 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
249 11.245721340179443 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
250 11.25069260597229 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
251 11.255745649337769 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
252 11.260717391967773 -0.0 0.0 0.06787864863872528 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
253 11.265743970870972 -0.0 0.0 0.06787864863872528 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
254 11.270696640014648 -0.0 0.0 0.06787864863872528 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
255 11.27577018737793 -0.0 0.0 0.06787864863872528 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
256 11.280707836151123 -0.0 -0.00019174814224243164 0.06787864863872528 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
257 11.285736560821533 -0.00019174069166183472 -0.00019174814224243164 0.06787864863872528 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
258 11.290695905685425 -0.0 0.0 0.06807039678096771 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
259 11.295740127563477 -0.0 0.0 0.06826214492321014 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
260 11.300702095031738 -0.00019174069166183472 0.0 0.06845389120280743 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
261 11.305715799331665 -0.00019174069166183472 0.0 0.06883738562464714 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
262 11.31072211265564 -0.00019174069166183472 0.00019174069166183472 0.06883738562464714 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
263 11.3156898021698 -0.0 0.00019174069166183472 0.06902913376688957 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
264 11.320745468139648 -0.0 0.00019174069166183472 0.06902913376688957 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
265 11.325692415237427 -0.00019174069166183472 0.0 0.069220881909132 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
266 11.330736875534058 -0.00019174069166183472 0.0 0.069220881909132 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
267 11.33568787574768 -0.00019174069166183472 0.0 0.069220881909132 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
268 11.340741634368896 -0.00019174069166183472 0.0 0.069220881909132 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
269 11.34569501876831 -0.00019174069166183472 0.0 0.06902913376688957 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
270 11.35072112083435 -0.00019174069166183472 0.0 0.06902913376688957 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
271 11.355694770812988 -0.00019174069166183472 0.0 0.06902913376688957 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
272 11.360725164413452 -0.00019174069166183472 0.0 0.06902913376688957 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
273 11.365704774856567 -0.00019174069166183472 0.0 0.06902913376688957 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
274 11.370794296264648 -0.0 0.0 0.06902913376688957 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
275 11.375697374343872 -0.0 0.0 0.06902913376688957 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
276 11.380707263946533 -0.0 0.0 0.06883738562464714 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
277 11.38569688796997 -0.0 0.0 0.06883738562464714 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
278 11.390736103057861 -0.0 -0.00019174814224243164 0.06883738562464714 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
279 11.39569091796875 -0.0 -0.00019174814224243164 0.06883738562464714 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
280 11.400723934173584 -0.0 -0.00019174814224243164 0.06883738562464714 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
281 11.4057457447052 0.00019174814224243164 -0.00019174814224243164 0.06864563934504986 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
282 11.410719156265259 0.00019174814224243164 -0.00019174814224243164 0.06845389120280743 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
283 11.415695667266846 0.0003834962844848633 -0.0003834962844848633 0.06826214492321014 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
284 11.42072606086731 0.0005752444267272949 -0.0005752444267272949 0.06787864863872528 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
285 11.425728797912598 0.0007669925689697266 -0.0009587407112121582 0.06749515235424042 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
286 11.430737257003784 0.0007669925689697266 -0.0011504888534545898 0.06730340421199799 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
287 11.435694694519043 0.0007669925689697266 -0.0017257332801818848 0.06672816351056099 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
288 11.440740585327148 0.0005752444267272949 -0.0024927258491516113 0.06596117094159126 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
289 11.445698022842407 0.0009587407112121582 -0.003834955394268036 0.0650024339556694 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
290 11.450918436050415 0.0009587407112121582 -0.003834955394268036 0.0650024339556694 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
291 11.455715656280518 0.0013422369956970215 -0.006902918219566345 0.06231796741485596 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
292 11.460733652114868 0.0013422369956970215 -0.006902918219566345 0.06231796741485596 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
293 11.465694189071655 0.0007669925689697266 -0.01150485873222351 0.05829126760363579 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
294 11.470717668533325 0.0005752444267272949 -0.014189325273036957 0.055990297347307205 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
295 11.47570514678955 -0.00019174069166183472 -0.017065539956092834 0.05349757894873619 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
296 11.480731964111328 -0.001150481402873993 -0.020133502781391144 0.05062136426568031 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
297 11.485697507858276 -0.0024927183985710144 -0.02300971746444702 0.047553401440382004 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
298 11.49074101448059 -0.004026696085929871 -0.02569417655467987 0.044485438615083694 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
299 11.495695352554321 -0.0057524219155311584 -0.028570398688316345 0.04103398323059082 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
300 11.50075888633728 -0.0057524219155311584 -0.028570398688316345 0.04103398323059082 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
301 11.50570297241211 -0.007861651480197906 -0.031254857778549194 0.037582527846097946 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
302 11.510709285736084 -0.012655340135097504 -0.03604854643344879 0.030487865209579468 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
303 11.515697956085205 -0.015148058533668518 -0.03834952414035797 0.026652909815311432 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
304 11.520748376846313 -0.018024273216724396 -0.04026700556278229 0.023009710013866425 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
305 11.525700569152832 -0.020900487899780273 -0.04218447208404541 0.01917475461959839 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
306 11.530726909637451 -0.02358495444059372 -0.043910205364227295 0.01533980667591095 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
307 11.535722494125366 -0.02358495444059372 -0.043910205364227295 0.01533980667591095 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
308 11.540816068649292 -0.026461169123649597 -0.04563593864440918 0.011504851281642914 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
309 11.545711278915405 -0.03183010220527649 -0.04851214587688446 0.0036431998014450073 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
310 11.550708532333374 -0.034322820603847504 -0.04985438287258148 -0.0003834962844848633 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
311 11.55573320388794 -0.03681553155183792 -0.0511966198682785 -0.004410199820995331 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
312 11.560696601867676 -0.03892476111650467 -0.0523470938205719 -0.008436895906925201 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
313 11.565714836120605 -0.040842242538928986 -0.05330583453178406 -0.0126553475856781 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
314 11.570700645446777 -0.042567960917949677 -0.054264575242996216 -0.01668204367160797 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
315 11.5757417678833 -0.0439101979136467 -0.05503156781196594 -0.02090049535036087 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
316 11.580700397491455 -0.04506068676710129 -0.05579856038093567 -0.025310687720775604 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
317 11.585744380950928 -0.045827679336071014 -0.05618205666542053 -0.029529139399528503 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
318 11.590697765350342 -0.04640292376279831 -0.056565552949905396 -0.03393933176994324 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
319 11.595710754394531 -0.04678640514612198 -0.05675730109214783 -0.03834952414035797 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
320 11.60070538520813 -0.04678640514612198 -0.05675730109214783 -0.042759716510772705 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
321 11.605744361877441 -0.04659465700387955 -0.05675730109214783 -0.04697816073894501 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
322 11.610698461532593 -0.04621117562055588 -0.056565552949905396 -0.051388368010520935 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
323 11.61571455001831 -0.04563593119382858 -0.05618205666542053 -0.05560681223869324 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
324 11.620701551437378 -0.04563593119382858 -0.05618205666542053 -0.05560681223869324 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
325 11.625712871551514 -0.043718449771404266 -0.05560681223869324 -0.06385195255279541 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
326 11.63069772720337 -0.042376212775707245 -0.05503156781196594 -0.06787864863872528 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
327 11.635714769363403 -0.04103399068117142 -0.05464807152748108 -0.07171361148357391 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
328 11.64070725440979 -0.03930825740098953 -0.054264575242996216 -0.07554855942726135 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
329 11.646232843399048 -0.03758252412080765 -0.05368933081626892 -0.07919175922870636 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
330 11.650735139846802 -0.03758252412080765 -0.05368933081626892 -0.07919175922870636 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
331 11.655724287033081 -0.03374757617712021 -0.052922338247299194 -0.08590292930603027 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
332 11.660729169845581 -0.031446605920791626 -0.0523470938205719 -0.08897088468074799 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
333 11.665732383728027 -0.029337376356124878 -0.051963597536087036 -0.09203885495662689 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
334 11.670703172683716 -0.027036406099796295 -0.051388368010520935 -0.09491506218910217 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
335 11.67574691772461 -0.024735435843467712 -0.05100487172603607 -0.09779128432273865 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
336 11.680705785751343 -0.02243446558713913 -0.05042962729930878 -0.10028399527072906 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
337 11.68572211265564 -0.020133495330810547 -0.050046131014823914 -0.10296846926212311 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
338 11.690705299377441 -0.018024273216724396 -0.04966263473033905 -0.1052694320678711 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
339 11.695785284042358 -0.015915051102638245 -0.04927913844585419 -0.10757040977478027 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
340 11.700760841369629 -0.015915051102638245 -0.04927913844585419 -0.10757040977478027 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
341 11.705804109573364 -0.01227184385061264 -0.04870389401912689 -0.11159710586071014 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
342 11.710768461227417 -0.010546118021011353 -0.04832039773464203 -0.11351458728313446 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
343 11.71578598022461 -0.009203881025314331 -0.0481286495923996 -0.11524032056331635 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
344 11.720881700515747 -0.009203881025314331 -0.0481286495923996 -0.11524032056331635 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
345 11.725813865661621 -0.007669903337955475 -0.047936901450157166 -0.11658254265785217 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
346 11.730904340744019 -0.0051771849393844604 -0.04736165702342987 -0.11926701664924622 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
347 11.735750913619995 -0.004026696085929871 -0.04716990888118744 -0.12022575736045837 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
348 11.740835189819336 -0.004026696085929871 -0.04716990888118744 -0.12022575736045837 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
349 11.745760202407837 -0.002109222114086151 -0.04697816073894501 -0.12175972759723663 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
350 11.750822067260742 -0.001150481402873993 -0.046786412596702576 -0.1221432238817215 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
351 11.755757570266724 -0.00038348883390426636 -0.046786412596702576 -0.12252672016620636 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
352 11.76082468032837 0.00019174814224243164 -0.04697816073894501 -0.12252672016620636 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
353 11.765759468078613 0.0007669925689697266 -0.04716990888118744 -0.12252672016620636 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
354 11.770840644836426 0.0007669925689697266 -0.04716990888118744 -0.12252672016620636 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
355 11.77576231956482 0.0013422369956970215 -0.047936901450157166 -0.12195147573947906 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
356 11.780798196792603 0.0013422369956970215 -0.047936901450157166 -0.12195147573947906 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
357 11.78576111793518 0.0011504888534545898 -0.048895642161369324 -0.12080098688602448 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
358 11.79083776473999 0.0011504888534545898 -0.048895642161369324 -0.12080098688602448 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
359 11.79573941230774 0.00019174814224243164 -0.05042962729930878 -0.11907526850700378 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
360 11.800800323486328 -0.000575236976146698 -0.05100487172603607 -0.1179247796535492 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
361 11.805739879608154 -0.0017257258296012878 -0.051963597536087036 -0.1167742908000946 0 0 0 0.0 0.0 0.0 1.0 -11.0 -21.0 0 0 0 0 0 0 
