i t_now x_val y_val Tx Ty Tz T1 T2 T3 psi_1 psi_2 psi_3 Tix Tiy 
1 10.020865201950073 -0.0 0.0 0 0 0 0.0 0.0 0.0 -1.0 0.0 1.0 0 0 
2 10.025789260864258 -0.0 0.0 0 0 0 0.0 0.0 0.0 -1.0 0.0 1.0 0 0 
3 10.030858039855957 -0.0 0.0 0 0 0 0.0 0.0 0.0 -1.0 0.0 1.0 0 0 
4 10.035797119140625 -0.0 0.0 0 0 0 0.0 0.0 0.0 -1.0 0.0 1.0 0 0 
5 10.041687488555908 -0.0 0.0 0 0 0 0.0 0.0 0.0 -1.0 0.0 1.0 0 0 
6 10.045753955841064 -0.0 0.0 0 0 0 0.0 0.0 0.0 -1.0 0.0 1.0 0 0 
7 10.050793409347534 -0.0 0.0 0 0 0 0.0 0.0 0.0 -1.0 0.0 1.0 0 0 
8 10.055733680725098 -0.0 0.0 0 0 0 0.0 0.0 0.0 -1.0 1.0 2.0 0 0 
9 10.060748815536499 -0.0 0.0 0 0 0 0.0 0.0 0.0 -1.0 1.0 2.0 0 0 
10 10.065856218338013 -0.0 0.0 0 0 0 0.0 0.0 0.0 -1.0 1.0 2.0 0 0 
11 10.070791721343994 -0.0 0.0 0 0 0 0.0 0.0 0.0 -1.0 1.0 2.0 0 0 
12 10.075832843780518 -0.0 0.0 0 0 0 0.0 0.0 0.0 -1.0 1.0 2.0 0 0 
13 10.080701351165771 -0.0 0.0 0 0 0 0.0 0.0 0.0 -1.0 1.0 2.0 0 0 
14 10.085710287094116 -0.0 0.0 0 0 0 0.0 0.0 0.0 -1.0 1.0 2.0 0 0 
15 10.090747117996216 -0.0 0.0 0 0 0 0.0 0.0 0.0 -1.0 1.0 2.0 0 0 
16 10.09569787979126 -0.0 0.0 0 0 0 0.0 0.0 0.0 -1.0 1.0 2.0 0 0 
17 10.100709676742554 -0.0 0.0 0 0 0 0.0 0.0 0.0 -1.0 1.0 2.0 0 0 
18 10.105708599090576 -0.0 0.0 0 0 0 0.0 0.0 0.0 -1.0 1.0 2.0 0 0 
19 10.110738039016724 -0.0 0.0 0 0 0 0.0 0.0 0.0 -1.0 1.0 2.0 0 0 
20 10.115700721740723 -0.0 0.0 0 0 0 0.0 0.0 0.0 -1.0 1.0 2.0 0 0 
21 10.120729684829712 -0.0 0.0 0 0 0 0.0 0.0 0.0 -1.0 1.0 2.0 0 0 
22 10.12575912475586 -0.0 0.0 0 0 0 0.0 0.0 0.0 -1.0 1.0 2.0 0 0 
23 10.131039142608643 -0.0 0.0 0 0 0 0.0 0.0 0.0 -1.0 1.0 2.0 0 0 
24 10.135720491409302 -0.0 0.0 0 0 0 0.0 0.0 0.0 -1.0 1.0 2.0 0 0 
25 10.140852212905884 -0.0 0.0 0 0 0 0.0 0.0 0.0 -1.0 1.0 2.0 0 0 
26 10.145710945129395 -0.0 0.0 0 0 0 0.0 0.0 0.0 -1.0 1.0 2.0 0 0 
27 10.151105642318726 -0.0 0.0 0 0 0 0.0 0.0 0.0 -1.0 1.0 2.0 0 0 
28 10.155999898910522 -0.0 0.0 0 0 0 0.0 0.0 0.0 -1.0 1.0 2.0 0 0 
