i t_now x_val y_val Tx Ty Tz T1 T2 T3 psi_1 psi_2 psi_3 Tix Tiy 
1 10.055785655975342 -0.0 0.0 0 0 0 0.0 0.0 0.0 3799.0 6492.0 -4217.0 0 0 
2 10.060730934143066 -0.0 0.0 0 0 0 0.0 0.0 0.0 3810.0 6497.0 -4213.0 0 0 
3 10.066141128540039 -0.0 0.0 0 0 0 0.0 0.0 0.0 3810.0 6497.0 -4213.0 0 0 
4 10.070734024047852 -0.0 0.0 0 0 0 0.0 0.0 0.0 3810.0 6497.0 -4213.0 0 0 
5 10.075762748718262 -0.0 0.0 0 0 0 0.0 0.0 0.0 3810.0 6497.0 -4213.0 0 0 
6 10.080727338790894 -0.0 0.0 0 0 0 0.0 0.0 0.0 3810.0 6497.0 -4213.0 0 0 
7 10.085758686065674 -0.0 0.0 0 0 0 0.0 0.0 0.0 3810.0 6497.0 -4213.0 0 0 
8 10.09078073501587 -0.0 0.0 0 0 0 0.0 0.0 0.0 3810.0 6497.0 -4213.0 0 0 
9 10.095772743225098 -0.0 0.0 0 0 0 0.0 0.0 0.0 3810.0 6497.0 -4213.0 0 0 
10 10.100766658782959 -0.0 0.0 0 0 0 0.0 0.0 0.0 3810.0 6497.0 -4213.0 0 0 
11 10.105912923812866 -0.0 0.0 0 0 0 0.0 0.0 0.0 3810.0 6497.0 -4213.0 0 0 
12 10.110825300216675 -0.0 0.0 0 0 0 0.0 0.0 0.0 3810.0 6497.0 -4213.0 0 0 
13 10.115773677825928 -0.0 0.0 0 0 0 0.0 0.0 0.0 3810.0 6497.0 -4213.0 0 0 
14 10.12073802947998 -0.0 0.0 0 0 0 0.0 0.0 0.0 3810.0 6497.0 -4213.0 0 0 
15 10.126142263412476 -0.0 0.0 0 0 0 0.0 0.0 0.0 3810.0 6497.0 -4213.0 0 0 
16 10.130940675735474 -0.0 0.0 0 0 0 0.0 0.0 0.0 3810.0 6497.0 -4213.0 0 0 
