i t_now x_val y_val Tx Ty Tz T1 T2 T3 psi_1 psi_2 psi_3 
1 10.01582670211792 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 166629.0 -82266.0 91566.0 
2 10.020756721496582 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 166907.0 -82835.0 92162.0 
3 10.026537418365479 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 166907.0 -82835.0 92162.0 
4 10.030760288238525 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 166908.0 -82835.0 92162.0 
5 10.035800457000732 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 166908.0 -82835.0 92162.0 
6 10.040768384933472 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 166908.0 -82835.0 92162.0 
7 10.045870065689087 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 166908.0 -82835.0 92162.0 
8 10.050752878189087 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 166909.0 -82835.0 92162.0 
9 10.055809259414673 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 166909.0 -82835.0 92162.0 
10 10.060814142227173 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 166909.0 -82835.0 92162.0 
11 10.065808773040771 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 166909.0 -82835.0 92162.0 
12 10.071013927459717 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 166909.0 -82835.0 92162.0 
13 10.0757577419281 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 166909.0 -82835.0 92162.0 
14 10.080848932266235 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 166909.0 -82835.0 92162.0 
15 10.085775136947632 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 166909.0 -82835.0 92162.0 
16 10.090803861618042 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 166909.0 -82835.0 92162.0 
17 10.095759153366089 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 166909.0 -82835.0 92162.0 
18 10.100874423980713 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 166909.0 -82835.0 92162.0 
19 10.10576844215393 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 166909.0 -82835.0 92162.0 
20 10.110671758651733 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 166909.0 -82835.0 92162.0 
21 10.115656852722168 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 166909.0 -82835.0 92162.0 
