i t_now x_val y_val Tx Ty Tz T1 T2 T3 psi_1 psi_2 psi_3 
1 10.00571894645691 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 50646.0 -31689.0 -3492.0 
2 10.010704517364502 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 50678.0 -32289.0 -2827.0 
3 10.016234397888184 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 50678.0 -32289.0 -2827.0 
4 10.021342039108276 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 50678.0 -32289.0 -2827.0 
5 10.025766372680664 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 50678.0 -32289.0 -2827.0 
6 10.03071117401123 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 50678.0 -32289.0 -2827.0 
7 10.035759925842285 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 50678.0 -32289.0 -2827.0 
8 10.041090488433838 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 50678.0 -32288.0 -2826.0 
9 10.04570460319519 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 50678.0 -32288.0 -2826.0 
10 10.050752401351929 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 50678.0 -32288.0 -2826.0 
11 10.055691242218018 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 50678.0 -32287.0 -2826.0 
12 10.060946226119995 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 50678.0 -32287.0 -2826.0 
13 10.06571102142334 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 50679.0 -32287.0 -2826.0 
14 10.070744752883911 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 50679.0 -32287.0 -2826.0 
15 10.075686931610107 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 50679.0 -32287.0 -2826.0 
16 10.080704927444458 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 50679.0 -32287.0 -2826.0 
17 10.085681200027466 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 50679.0 -32287.0 -2826.0 
18 10.090742111206055 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 50679.0 -32287.0 -2826.0 
19 10.09596061706543 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 50679.0 -32287.0 -2826.0 
20 10.100715637207031 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 50679.0 -32287.0 -2826.0 
21 10.105945587158203 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 50679.0 -32287.0 -2826.0 
22 10.110686779022217 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 50679.0 -32287.0 -2826.0 
23 10.115758657455444 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 50679.0 -32287.0 -2826.0 
24 10.120699405670166 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 50679.0 -32287.0 -2826.0 
25 10.125747919082642 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 50679.0 -32287.0 -2826.0 
26 10.130706071853638 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 50679.0 -32287.0 -2826.0 
27 10.135692596435547 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 50679.0 -32287.0 -2826.0 
28 10.140700101852417 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 50679.0 -32287.0 -2826.0 
29 10.145698547363281 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 50679.0 -32287.0 -2826.0 
30 10.150767803192139 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 50679.0 -32287.0 -2826.0 
31 10.155737161636353 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 50679.0 -32287.0 -2826.0 
32 10.160667657852173 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 50679.0 -32287.0 -2826.0 
33 10.16566252708435 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 50679.0 -32287.0 -2826.0 
