i t_now x_val y_val Tx Ty Tz T1 T2 T3 psi_1 psi_2 psi_3 
1 10.005804538726807 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52986.0 -86519.0 85641.0 
2 10.01079249382019 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85640.0 
3 10.015901327133179 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85640.0 
4 10.020780086517334 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85640.0 
5 10.02580714225769 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85640.0 
6 10.03076434135437 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
7 10.035797834396362 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
8 10.040762424468994 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
9 10.045792579650879 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
10 10.050719261169434 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
11 10.055750608444214 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
12 10.060709953308105 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
13 10.065754175186157 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
14 10.070712804794312 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
15 10.075767755508423 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
16 10.080734252929688 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
17 10.085723638534546 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
18 10.090755462646484 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
19 10.09575343132019 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
20 10.100735902786255 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
21 10.105777740478516 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
22 10.110872983932495 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
23 10.115787267684937 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
24 10.120742559432983 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
25 10.125762224197388 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
26 10.130699396133423 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
27 10.135751247406006 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
28 10.140950918197632 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
29 10.145759582519531 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
30 10.150710821151733 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
31 10.155847549438477 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
32 10.16070008277893 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
33 10.165743350982666 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
34 10.170706987380981 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
35 10.175700187683105 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
36 10.180696487426758 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
37 10.18570590019226 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
38 10.190723419189453 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
39 10.195784330368042 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
40 10.200695276260376 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
41 10.205731391906738 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
42 10.210692882537842 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
43 10.215719223022461 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
44 10.220755577087402 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
45 10.225726842880249 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
46 10.23069453239441 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
47 10.23575210571289 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
48 10.240703582763672 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
49 10.245727300643921 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
50 10.25069284439087 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
51 10.25571894645691 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52978.0 -86512.0 85641.0 
