i t_now x_val y_val Tx Ty Tz T1 T2 T3 psi_1 psi_2 psi_3 
1 10.010693788528442 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 207877.0 -48858.0 -19550.0 
2 10.015700578689575 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 207873.0 -48854.0 -19553.0 
3 10.021010160446167 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 207873.0 -48854.0 -19553.0 
4 10.025695323944092 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 207873.0 -48854.0 -19553.0 
5 10.030802249908447 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 207873.0 -48854.0 -19553.0 
6 10.03568410873413 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 207873.0 -48854.0 -19553.0 
7 10.040894508361816 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 207873.0 -48854.0 -19552.0 
8 10.045754671096802 -0.0 0.00019174814224243164 0.0 -0.013614118099212646 -0.0 0.012835513637103696 -0.006417756818551848 -0.006417756818551848 207873.0 -48853.0 -19552.0 
9 10.050687313079834 -0.0 0.00019174814224243164 0.0 -0.002109229564666748 -0.0 0.001988600704340009 -0.0009943003521700046 -0.0009943003521700046 207873.0 -48853.0 -19552.0 
10 10.055705070495605 -0.0 0.00019174814224243164 0.0 -0.002109229564666748 -0.0 0.001988600704340009 -0.0009943003521700046 -0.0009943003521700046 207873.0 -48853.0 -19552.0 
11 10.060717105865479 -0.0 0.00019174814224243164 0.0 -0.002109229564666748 -0.0 0.001988600704340009 -0.0009943003521700046 -0.0009943003521700046 207873.0 -48853.0 -19551.0 
12 10.065739870071411 -0.0 0.00019174814224243164 0.0 -0.002109229564666748 -0.0 0.001988600704340009 -0.0009943003521700046 -0.0009943003521700046 207873.0 -48853.0 -19551.0 
13 10.070738792419434 -0.0 0.00019174814224243164 0.0 -0.002109229564666748 -0.0 0.001988600704340009 -0.0009943003521700046 -0.0009943003521700046 207873.0 -48853.0 -19551.0 
14 10.075706481933594 -0.0 0.00019174814224243164 0.0 -0.002109229564666748 -0.0 0.001988600704340009 -0.0009943003521700046 -0.0009943003521700046 207873.0 -48853.0 -19552.0 
15 10.080714225769043 -0.0 0.00019174814224243164 0.0 -0.002109229564666748 -0.0 0.001988600704340009 -0.0009943003521700046 -0.0009943003521700046 207873.0 -48854.0 -19553.0 
16 10.085707426071167 -0.0 0.00019174814224243164 0.0 -0.002109229564666748 -0.0 0.001988600704340009 -0.0009943003521700046 -0.0009943003521700046 207873.0 -48854.0 -19553.0 
17 10.090718984603882 -0.0 0.00019174814224243164 0.0 -0.002109229564666748 -0.0 0.001988600704340009 -0.0009943003521700046 -0.0009943003521700046 207873.0 -48855.0 -19554.0 
18 10.0956711769104 -0.0 0.00019174814224243164 0.0 -0.002109229564666748 -0.0 0.001988600704340009 -0.0009943003521700046 -0.0009943003521700046 207873.0 -48855.0 -19555.0 
19 10.100703477859497 -0.0 0.00019174814224243164 0.0 -0.002109229564666748 -0.0 0.001988600704340009 -0.0009943003521700046 -0.0009943003521700046 207873.0 -48856.0 -19555.0 
20 10.105725049972534 -0.0 0.00019174814224243164 0.0 -0.002109229564666748 -0.0 0.001988600704340009 -0.0009943003521700046 -0.0009943003521700046 207873.0 -48856.0 -19556.0 
21 10.110672235488892 -0.0 0.00019174814224243164 0.0 -0.002109229564666748 -0.0 0.001988600704340009 -0.0009943003521700046 -0.0009943003521700046 207873.0 -48856.0 -19556.0 
22 10.115770101547241 -0.0 0.00019174814224243164 0.0 -0.002109229564666748 -0.0 0.001988600704340009 -0.0009943003521700046 -0.0009943003521700046 207873.0 -48856.0 -19556.0 
23 10.12071442604065 -0.0 0.00019174814224243164 0.0 -0.002109229564666748 -0.0 0.001988600704340009 -0.0009943003521700046 -0.0009943003521700046 207873.0 -48856.0 -19557.0 
24 10.125717163085938 -0.0 0.00019174814224243164 0.0 -0.002109229564666748 -0.0 0.001988600704340009 -0.0009943003521700046 -0.0009943003521700046 207873.0 -48856.0 -19557.0 
25 10.130690574645996 -0.0 0.00019174814224243164 0.0 -0.002109229564666748 -0.0 0.001988600704340009 -0.0009943003521700046 -0.0009943003521700046 207873.0 -48856.0 -19557.0 
26 10.135687828063965 -0.0 0.00019174814224243164 0.0 -0.002109229564666748 -0.0 0.001988600704340009 -0.0009943003521700046 -0.0009943003521700046 207873.0 -48856.0 -19557.0 
27 10.1406991481781 -0.0 0.00019174814224243164 0.0 -0.002109229564666748 -0.0 0.001988600704340009 -0.0009943003521700046 -0.0009943003521700046 207873.0 -48856.0 -19557.0 
28 10.145834922790527 -0.0 0.00019174814224243164 0.0 -0.002109229564666748 -0.0 0.001988600704340009 -0.0009943003521700046 -0.0009943003521700046 207873.0 -48856.0 -19557.0 
29 10.150672674179077 -0.0 0.00019174814224243164 0.0 -0.002109229564666748 -0.0 0.001988600704340009 -0.0009943003521700046 -0.0009943003521700046 207873.0 -48856.0 -19557.0 
30 10.155664205551147 -0.0 0.00019174814224243164 0.0 -0.002109229564666748 -0.0 0.001988600704340009 -0.0009943003521700046 -0.0009943003521700046 207873.0 -48856.0 -19557.0 
31 10.1606285572052 -0.0 0.00019174814224243164 0.0 -0.002109229564666748 -0.0 0.001988600704340009 -0.0009943003521700046 -0.0009943003521700046 207873.0 -48856.0 -19557.0 
32 10.165652751922607 -0.0 0.00019174814224243164 0.0 -0.002109229564666748 -0.0 0.001988600704340009 -0.0009943003521700046 -0.0009943003521700046 207873.0 -48856.0 -19557.0 
33 10.170694589614868 -0.0 0.00019174814224243164 0.0 -0.002109229564666748 -0.0 0.001988600704340009 -0.0009943003521700046 -0.0009943003521700046 207873.0 -48856.0 -19557.0 
34 10.17561960220337 -0.0 0.00019174814224243164 0.0 -0.002109229564666748 -0.0 0.001988600704340009 -0.0009943003521700046 -0.0009943003521700046 207873.0 -48856.0 -19557.0 
35 10.180626153945923 -0.0 0.00019174814224243164 0.0 -0.002109229564666748 -0.0 0.001988600704340009 -0.0009943003521700046 -0.0009943003521700046 207873.0 -48856.0 -19557.0 
36 10.185636520385742 -0.0 0.00019174814224243164 0.0 -0.002109229564666748 -0.0 0.001988600704340009 -0.0009943003521700046 -0.0009943003521700046 207873.0 -48856.0 -19557.0 
37 10.190657615661621 -0.0 0.00019174814224243164 0.0 -0.002109229564666748 -0.0 0.001988600704340009 -0.0009943003521700046 -0.0009943003521700046 207873.0 -48856.0 -19557.0 
38 10.195630550384521 -0.0 0.00019174814224243164 0.0 -0.002109229564666748 -0.0 0.001988600704340009 -0.0009943003521700046 -0.0009943003521700046 207873.0 -48856.0 -19557.0 
39 10.200636863708496 -0.0 0.00019174814224243164 0.0 -0.002109229564666748 -0.0 0.001988600704340009 -0.0009943003521700046 -0.0009943003521700046 207873.0 -48856.0 -19557.0 
40 10.205645084381104 -0.0 0.00019174814224243164 0.0 -0.002109229564666748 -0.0 0.001988600704340009 -0.0009943003521700046 -0.0009943003521700046 207873.0 -48856.0 -19557.0 
