i t_now x_val y_val Tx Ty Tz T1 T2 T3 psi_1 psi_2 psi_3 Tix Tiy 
1 10.00571346282959 -0.0 0.0 0 0 0 0.0 0.0 0.0 947.0 183.0 374.0 0 0 
2 10.010864019393921 -0.0 0.0 0 0 0 0.0 0.0 0.0 950.0 180.0 349.0 0 0 
3 10.01655125617981 -0.0 0.0 0 0 0 0.0 0.0 0.0 950.0 180.0 349.0 0 0 
4 10.020705699920654 -0.0 0.0 0 0 0 0.0 0.0 0.0 950.0 180.0 349.0 0 0 
5 10.025742769241333 -0.0 0.0 0 0 0 0.0 0.0 0.0 950.0 181.0 349.0 0 0 
6 10.030696392059326 -0.0 0.0 0 0 0 0.0 0.0 0.0 950.0 181.0 350.0 0 0 
7 10.035721063613892 -0.0 0.0 0 0 0 0.0 0.0 0.0 950.0 181.0 350.0 0 0 
8 10.041122198104858 -0.0 0.0 0 0 0 0.0 0.0 0.0 950.0 181.0 350.0 0 0 
9 10.04569673538208 -0.0 0.0 0 0 0 0.0 0.0 0.0 950.0 182.0 351.0 0 0 
10 10.05077052116394 -0.0 0.0 0 0 0 0.0 0.0 0.0 950.0 182.0 351.0 0 0 
11 10.055780410766602 -0.0 0.0 0 0 0 0.0 0.0 0.0 950.0 182.0 351.0 0 0 
12 10.061364650726318 -0.00019174814224243164 0.0 0 0 0 0.0 0.0 0.0 950.0 182.0 351.0 0 0 
13 10.065767765045166 -0.0003834962844848633 0.0 0 0 0 0.0 0.0 0.0 950.0 182.0 352.0 0 0 
14 10.070858716964722 -0.0003834962844848633 0.0 0 0 0 0.0 0.0 0.0 950.0 182.0 352.0 0 0 
15 10.075683355331421 -0.0005752444267272949 0.0 0 0 0 0.0 0.0 0.0 950.0 182.0 352.0 0 0 
16 10.080743551254272 -0.0005752444267272949 0.0 0 0 0 0.0 0.0 0.0 950.0 182.0 352.0 0 0 
17 10.085671186447144 -0.0005752444267272949 0.0 0 0 0 0.0 0.0 0.0 950.0 182.0 352.0 0 0 
18 10.090729713439941 -0.0007669925689697266 0.0 0 0 0 0.0 0.0 0.0 950.0 182.0 352.0 0 0 
19 10.09566593170166 -0.0007669925689697266 0.0 0 0 0 0.0 0.0 0.0 950.0 182.0 352.0 0 0 
20 10.100760698318481 -0.0007669925689697266 0.0 0 0 0 0.0 0.0 0.0 950.0 182.0 352.0 0 0 
21 10.105685234069824 -0.0007669925689697266 0.0 0 0 0 0.0 0.0 0.0 950.0 182.0 352.0 0 0 
22 10.110669612884521 -0.0007669925689697266 0.0 0 0 0 0.0 0.0 0.0 950.0 182.0 352.0 0 0 
23 10.115671157836914 -0.0007669925689697266 0.0 0 0 0 0.0 0.0 0.0 950.0 182.0 352.0 0 0 
24 10.120720386505127 -0.0007669925689697266 0.0 0 0 0 0.0 0.0 0.0 950.0 182.0 352.0 0 0 
25 10.125685214996338 -0.0007669925689697266 0.0 0 0 0 0.0 0.0 0.0 950.0 182.0 352.0 0 0 
26 10.130717277526855 -0.0007669925689697266 0.0 0 0 0 0.0 0.0 0.0 950.0 182.0 352.0 0 0 
27 10.135664939880371 -0.0007669925689697266 0.0 0 0 0 0.0 0.0 0.0 950.0 182.0 352.0 0 0 
28 10.140719652175903 -0.0007669925689697266 0.0 0 0 0 0.0 0.0 0.0 950.0 182.0 352.0 0 0 
29 10.145693302154541 -0.0007669925689697266 0.0 0 0 0 0.0 0.0 0.0 950.0 182.0 352.0 0 0 
