i t_now roll pitch yaw Tx Ty Tz T1 T2 T3 psi_1 psi_2 psi_3 Tpx Tpy Tix Tiy Tdx Tdy error_x error_y 
1 10.00065565109253 -0.0 0.0 0.9366870522499084 0 0 0 0.0 0.0 0.0 0.0 1.0 0.0 0 0 0 0 0 0 0 0 0 
2 10.005546569824219 -0.00019174814224243164 0.0 0.9366870522499084 0 0 0 0.0 0.0 0.0 43.0 223.0 -118.0 0 0 0 0 0 0 0 0 0 
3 10.010520935058594 -0.00019174814224243164 0.0 0.9366870522499084 0 0 0 0.0 0.0 0.0 43.0 223.0 -118.0 0 0 0 0 0 0 0 0 0 
4 10.015520811080933 -0.00019174814224243164 0.0 0.9366870522499084 0 0 0 0.0 0.0 0.0 43.0 223.0 -118.0 0 0 0 0 0 0 0 0 0 
5 10.020546436309814 -0.00019174814224243164 0.0 0.9366870522499084 0 0 0 0.0 0.0 0.0 43.0 223.0 -118.0 0 0 0 0 0 0 0 0 0 
6 10.025525093078613 -0.00019174814224243164 0.0 0.9366870522499084 0 0 0 0.0 0.0 0.0 43.0 223.0 -118.0 0 0 0 0 0 0 0 0 0 
7 10.030524492263794 -0.00019174814224243164 0.0 0.9366870522499084 0 0 0 0.0 0.0 0.0 43.0 223.0 -118.0 0 0 0 0 0 0 0 0 0 
8 10.035552024841309 -0.00019174814224243164 0.0 0.9368788003921509 0 0 0 0.0 0.0 0.0 43.0 224.0 -118.0 0 0 0 0 0 0 0 0 0 
9 10.040499210357666 -0.00019174814224243164 0.0 0.9368788003921509 0 0 0 0.0 0.0 0.0 43.0 224.0 -118.0 0 0 0 0 0 0 0 0 0 
10 10.045541286468506 -0.00019174814224243164 0.0 0.9370705485343933 0 0 0 0.0 0.0 0.0 43.0 224.0 -118.0 0 0 0 0 0 0 0 0 0 
11 10.050524711608887 -0.00019174814224243164 0.0 0.9370705485343933 0 0 0 0.0 0.0 0.0 43.0 224.0 -118.0 0 0 0 0 0 0 0 0 0 
12 10.055589199066162 -0.00019174814224243164 0.0 0.9372622966766357 0 0 0 0.0 0.0 0.0 44.0 224.0 -118.0 0 0 0 0 0 0 0 0 0 
13 10.060594081878662 -0.00019174814224243164 0.0 0.9374540448188782 0 0 0 0.0 0.0 0.0 44.0 225.0 -118.0 0 0 0 0 0 0 0 0 0 
14 10.065567255020142 -0.00019174814224243164 0.0 0.9374540448188782 0 0 0 0.0 0.0 0.0 44.0 225.0 -118.0 0 0 0 0 0 0 0 0 0 
15 10.070500135421753 -0.00019174814224243164 0.0 0.9374540448188782 0 0 0 0.0 0.0 0.0 44.0 225.0 -118.0 0 0 0 0 0 0 0 0 0 
16 10.07554578781128 -0.00019174814224243164 0.0 0.9374540448188782 0 0 0 0.0 0.0 0.0 44.0 225.0 -118.0 0 0 0 0 0 0 0 0 0 
17 10.080515384674072 -0.00019174814224243164 0.0 0.9374540448188782 0 0 0 0.0 0.0 0.0 44.0 225.0 -118.0 0 0 0 0 0 0 0 0 0 
18 10.08684778213501 -0.00019174814224243164 0.0 0.9374540448188782 0 0 0 0.0 0.0 0.0 44.0 225.0 -118.0 0 0 0 0 0 0 0 0 0 
19 10.09058952331543 -0.00019174814224243164 0.0 0.9374540448188782 0 0 0 0.0 0.0 0.0 44.0 225.0 -118.0 0 0 0 0 0 0 0 0 0 
20 10.095539808273315 -0.00019174814224243164 0.0 0.9374540448188782 0 0 0 0.0 0.0 0.0 44.0 225.0 -118.0 0 0 0 0 0 0 0 0 0 
21 10.100523948669434 -0.00019174814224243164 0.0 0.9374540448188782 0 0 0 0.0 0.0 0.0 44.0 225.0 -118.0 0 0 0 0 0 0 0 0 0 
22 10.105595111846924 -0.00019174814224243164 0.0 0.9374540448188782 0 0 0 0.0 0.0 0.0 44.0 225.0 -118.0 0 0 0 0 0 0 0 0 0 
23 10.110625505447388 -0.00019174814224243164 0.0 0.9374540448188782 0 0 0 0.0 0.0 0.0 44.0 225.0 -118.0 0 0 0 0 0 0 0 0 0 
24 10.115494728088379 -0.00019174814224243164 0.0 0.9374540448188782 0 0 0 0.0 0.0 0.0 44.0 225.0 -118.0 0 0 0 0 0 0 0 0 0 
25 10.120796918869019 -0.00019174814224243164 0.0 0.9374540448188782 0 0 0 0.0 0.0 0.0 44.0 225.0 -118.0 0 0 0 0 0 0 0 0 0 
26 10.125486850738525 -0.00019174814224243164 0.0 0.9374540448188782 0 0 0 0.0 0.0 0.0 44.0 225.0 -118.0 0 0 0 0 0 0 0 0 0 
27 10.13051438331604 -0.00019174814224243164 0.0 0.9374540448188782 0 0 0 0.0 0.0 0.0 44.0 225.0 -118.0 0 0 0 0 0 0 0 0 0 
28 10.135504007339478 -0.00019174814224243164 0.0 0.9374540448188782 0 0 0 0.0 0.0 0.0 44.0 225.0 -118.0 0 0 0 0 0 0 0 0 0 
29 10.14054536819458 -0.00019174814224243164 0.0 0.9374540448188782 0 0 0 0.0 0.0 0.0 44.0 225.0 -118.0 0 0 0 0 0 0 0 0 0 
30 10.14548659324646 -0.00019174814224243164 0.0 0.9374540448188782 0 0 0 0.0 0.0 0.0 44.0 225.0 -118.0 0 0 0 0 0 0 0 0 0 
31 10.150503158569336 -0.00019174814224243164 0.0 0.9374540448188782 0 0 0 0.0 0.0 0.0 44.0 225.0 -118.0 0 0 0 0 0 0 0 0 0 
32 10.155492305755615 -0.00019174814224243164 0.0 0.9374540448188782 0 0 0 0.0 0.0 0.0 44.0 225.0 -118.0 0 0 0 0 0 0 0 0 0 
33 10.160497426986694 -0.00019174814224243164 0.0 0.9374540448188782 0 0 0 0.0 0.0 0.0 44.0 225.0 -118.0 0 0 0 0 0 0 0 0 0 
34 10.165486812591553 -0.00019174814224243164 0.0 0.9374540448188782 0 0 0 0.0 0.0 0.0 44.0 225.0 -118.0 0 0 0 0 0 0 0 0 0 
35 10.170532941818237 -0.00019174814224243164 0.0 0.9374540448188782 0 0 0 0.0 0.0 0.0 44.0 225.0 -118.0 0 0 0 0 0 0 0 0 0 
36 10.175499677658081 -0.00019174814224243164 0.0 0.9374540448188782 0 0 0 0.0 0.0 0.0 44.0 225.0 -118.0 0 0 0 0 0 0 0 0 0 
37 10.180538177490234 -0.00019174814224243164 0.0 0.9374540448188782 0 0 0 0.0 0.0 0.0 44.0 225.0 -118.0 0 0 0 0 0 0 0 0 0 
38 10.185479164123535 -0.00019174814224243164 0.0 0.9374540448188782 0 0 0 0.0 0.0 0.0 44.0 225.0 -118.0 0 0 0 0 0 0 0 0 0 
39 10.190526008605957 -0.00019174814224243164 0.0 0.9374540448188782 0 0 0 0.0 0.0 0.0 44.0 225.0 -118.0 0 0 0 0 0 0 0 0 0 
40 10.195485830307007 -0.00019174814224243164 0.0 0.9374540448188782 0 0 0 0.0 0.0 0.0 44.0 225.0 -118.0 0 0 0 0 0 0 0 0 0 
