i t_now roll pitch yaw dyaw psi_1 psi_2 psi_3 dpsi1 dpsi2 dpsi3 Tz 
3110 25.581071853637695 0.10565293207764626 0.08206797577440739 0.9474248960614204 0.0 29256.0 28715.0 28865.0 17.0 16.0 17.0 1.0 
3111 25.586066961288452 0.10431069880723953 0.08225972205400467 0.9591215327382088 2.339327335357666 29293.0 28751.0 28902.0 17.0 16.0 17.0 1.0 
3112 25.591080904006958 0.10124273598194122 0.08168447948992252 0.9823229983448982 4.640293121337891 29310.0 28767.0 28919.0 18.0 17.0 17.0 1.0 
3113 25.596060037612915 0.10085924156010151 0.08130098506808281 0.9940195754170418 2.339315414428711 29328.0 28784.0 28936.0 17.0 17.0 17.0 1.0 
3114 25.60106873512268 0.10085924156010151 0.08130098506808281 1.00571621209383 2.339327335357666 29345.0 28801.0 28953.0 20.0 20.0 21.0 1.0 
3115 25.60606837272644 0.10047574527561665 0.08110923692584038 1.0174127891659737 2.339315414428711 29365.0 28821.0 28974.0 16.0 17.0 17.0 1.0 
3116 25.611078023910522 0.09970875456929207 0.08091748878359795 1.0291093662381172 2.339315414428711 29381.0 28838.0 28991.0 18.0 17.0 17.0 1.0 
3117 25.616073608398438 0.09875001758337021 0.08072574250400066 1.040997751057148 2.3776769638061523 29399.0 28855.0 29008.0 17.0 17.0 18.0 1.0 
3118 25.621057748794556 0.0977912787348032 0.08053399436175823 1.052886076271534 2.3776650428771973 29416.0 28872.0 29026.0 18.0 19.0 19.0 1.0 
3119 25.626097917556763 0.0977912787348032 0.08053399436175823 1.052886076271534 0.0 29416.0 28872.0 29026.0 18.0 19.0 19.0 1.0 
3120 25.63106060028076 0.09606555104255676 0.08015049993991852 1.0764710381627083 4.716992378234863 29453.0 28909.0 29064.0 16.0 17.0 16.0 1.0 
3121 25.63611388206482 0.09606555104255676 0.08015049993991852 1.0764710381627083 0.0 29453.0 28909.0 29064.0 16.0 17.0 16.0 1.0 
3122 25.6410653591156 0.09510681219398975 0.07995875179767609 1.088359422981739 2.3776769638061523 29469.0 28926.0 29080.0 17.0 17.0 17.0 1.0 
3123 25.646209716796875 0.09318933635950089 0.07957525551319122 1.1121361330151558 4.75534200668335 29507.0 28963.0 29118.0 17.0 17.0 17.0 1.0 
3124 25.6510648727417 0.0920388512313366 0.07938350923359394 1.124024398624897 2.377653121948242 29524.0 28980.0 29135.0 17.0 17.0 17.0 1.0 
3125 25.656086206436157 0.0920388512313366 0.07938350923359394 1.124024398624897 0.0 29524.0 28980.0 29135.0 17.0 17.0 17.0 1.0 
3126 25.66107153892517 0.09069661796092987 0.07900001294910908 1.148376353085041 4.870390892028809 29558.0 29014.0 29168.0 19.0 19.0 20.0 1.0 
3127 25.666090726852417 0.09069661796092987 0.07900001294910908 1.148376353085041 0.0 29577.0 29033.0 29188.0 17.0 16.0 16.0 1.0 
3128 25.671054124832153 0.09280584193766117 0.07842477038502693 1.1721531227231026 4.755353927612305 29594.0 29049.0 29204.0 18.0 18.0 18.0 1.0 
3129 25.676135063171387 0.09280584193766117 0.07842477038502693 1.1721531227231026 0.0 29594.0 29049.0 29204.0 18.0 18.0 18.0 1.0 
3130 25.681071996688843 0.09472331777215004 0.0782330222427845 1.1966967657208443 4.90872859954834 29629.0 29084.0 29239.0 20.0 19.0 20.0 1.0 
3131 25.686089515686035 0.09510681219398975 0.0782330222427845 1.2095438316464424 2.569413185119629 29649.0 29103.0 29259.0 17.0 17.0 16.0 1.0 
3132 25.69105553627014 0.09568205662071705 0.0782330222427845 1.222199209034443 2.5310754776000977 29666.0 29120.0 29275.0 18.0 17.0 18.0 1.0 
3133 25.6964271068573 0.09568205662071705 0.0782330222427845 1.222199209034443 0.0 29666.0 29120.0 29275.0 18.0 17.0 18.0 1.0 
3134 25.701077222824097 0.09683254174888134 0.07765777967870235 1.2477016523480415 5.100488662719727 29701.0 29153.0 29310.0 20.0 19.0 19.0 1.0 
3135 25.70613145828247 0.09683254174888134 0.07765777967870235 1.2477016523480415 0.0 29701.0 29153.0 29310.0 20.0 19.0 19.0 1.0 
3136 25.7111177444458 0.09606555104255676 0.07746603339910507 1.2599735334515572 2.454376220703125 29721.0 29172.0 29329.0 18.0 18.0 19.0 1.0 
3137 25.716130256652832 0.09261409379541874 0.07708253711462021 1.284133680164814 4.832029342651367 29756.0 29207.0 29364.0 17.0 17.0 17.0 1.0 
3138 25.72115683555603 0.09261409379541874 0.07708253711462021 1.284133680164814 0.0 29756.0 29207.0 29364.0 17.0 17.0 17.0 1.0 
3139 25.726102352142334 0.09127186052501202 0.07650729455053806 1.308485634624958 4.870390892028809 29794.0 29243.0 29402.0 17.0 17.0 17.0 1.0 
3140 25.731142044067383 0.0908883661031723 0.07631554640829563 1.3203740194439888 2.3776769638061523 29811.0 29260.0 29419.0 17.0 17.0 17.0 1.0 
3141 25.736077070236206 0.0908883661031723 0.07631554640829563 1.3203740194439888 0.0 29811.0 29260.0 29419.0 17.0 17.0 17.0 1.0 
3142 25.7411048412323 0.08935438469052315 0.07612380012869835 1.344342477619648 4.793691635131836 29844.0 29294.0 29452.0 19.0 19.0 20.0 1.0 
3143 25.746173858642578 0.08935438469052315 0.07612380012869835 1.344342477619648 0.0 29844.0 29294.0 29452.0 19.0 19.0 20.0 1.0 
3144 25.751116037368774 0.08935438469052315 0.07612380012869835 1.344342477619648 0.0 29863.0 29313.0 29472.0 17.0 16.0 16.0 1.0 
3145 25.75617003440857 0.08762865606695414 0.07554855570197105 1.36811912804842 4.7553300857543945 29880.0 29329.0 29488.0 18.0 18.0 19.0 1.0 
3146 25.761348247528076 0.08647817093878984 0.07516506128013134 1.3800075128674507 2.3776769638061523 29898.0 29347.0 29507.0 17.0 17.0 17.0 1.0 
3147 25.76609444618225 0.08532768487930298 0.07478156685829163 1.3918958976864815 2.3776769638061523 29915.0 29364.0 29524.0 20.0 20.0 20.0 1.0 
3148 25.771247625350952 0.08321846136823297 0.0745898187160492 1.4158643558621407 4.793691635131836 29952.0 29400.0 29560.0 18.0 18.0 18.0 1.0 
3149 25.776060581207275 0.08225972345098853 0.0745898187160492 1.427944429218769 2.4160146713256836 29970.0 29418.0 29578.0 17.0 17.0 17.0 1.0 
3150 25.781079053878784 0.08187622809782624 0.07439807057380676 1.4400245025753975 2.4160146713256836 29987.0 29435.0 29595.0 20.0 20.0 20.0 1.0 
3151 25.786062240600586 0.08264321880415082 0.07401457615196705 1.451721079647541 2.339315414428711 30007.0 29455.0 29615.0 18.0 17.0 17.0 1.0 
3152 25.79106616973877 0.08398545207455754 0.07382282800972462 1.4636094644665718 2.3776769638061523 30025.0 29472.0 29632.0 17.0 17.0 17.0 1.0 
3153 25.796055793762207 0.08532768487930298 0.07382282800972462 1.4756895378232002 2.4160146713256836 30042.0 29489.0 29649.0 17.0 17.0 17.0 1.0 
3154 25.801100254058838 0.08532768487930298 0.07382282800972462 1.4756895378232002 0.0 30042.0 29489.0 29649.0 17.0 17.0 17.0 1.0 
3155 25.80607843399048 0.08609467558562756 0.07382282800972462 1.487577922642231 2.3776769638061523 30059.0 29506.0 29666.0 21.0 21.0 21.0 1.0 
3156 25.811059713363647 0.08609467558562756 0.07401457615196705 1.4994663074612617 2.3776769638061523 30080.0 29527.0 29687.0 16.0 16.0 16.0 1.0 
3157 25.816067457199097 0.08724516164511442 0.07382282800972462 1.5236264541745186 4.832029342651367 30113.0 29560.0 29720.0 17.0 17.0 17.0 1.0 
3158 25.82105779647827 0.08782040420919657 0.07324758544564247 1.5360900238156319 2.4927139282226562 30130.0 29577.0 29737.0 19.0 19.0 19.0 1.0 
3159 25.826106786727905 0.08782040420919657 0.07324758544564247 1.5360900238156319 0.0 30130.0 29577.0 29737.0 19.0 19.0 19.0 1.0 
3160 25.83106231689453 0.08782040420919657 0.07324758544564247 1.5360900238156319 0.0 30149.0 29596.0 29756.0 17.0 16.0 16.0 1.0 
3161 25.836068153381348 0.08551943302154541 0.07267234288156033 1.5723303630948067 7.248067855834961 30185.0 29630.0 29791.0 17.0 17.0 17.0 1.0 
3162 25.841057538986206 0.0837937043979764 0.07286409102380276 1.5842187479138374 2.3776769638061523 30202.0 29647.0 29808.0 20.0 20.0 20.0 1.0 
3163 25.846062183380127 0.08283496648073196 0.07324758544564247 1.5962988212704659 2.4160146713256836 30222.0 29667.0 29828.0 16.0 16.0 17.0 1.0 
3164 25.851159811019897 0.08283496648073196 0.07324758544564247 1.5962988212704659 0.0 30222.0 29667.0 29828.0 16.0 16.0 17.0 1.0 
3165 25.856069326400757 0.08168448088690639 0.07305583730340004 1.619691975414753 4.678630828857422 30256.0 29700.0 29863.0 17.0 17.0 16.0 1.0 
3166 25.861067533493042 0.08110923785716295 0.07305583730340004 1.631388671696186 2.339339256286621 30273.0 29717.0 29879.0 19.0 18.0 19.0 1.0 
3167 25.866057634353638 0.08034224738366902 0.07305583730340004 1.6428934410214424 2.3009538650512695 30292.0 29735.0 29898.0 19.0 18.0 19.0 1.0 
3168 25.871103763580322 0.08034224738366902 0.07305583730340004 1.6428934410214424 0.0 30292.0 29735.0 29898.0 19.0 18.0 19.0 1.0 
3169 25.87607741355896 0.07938350946642458 0.07324758544564247 1.6547818258404732 2.3776769638061523 30311.0 29753.0 29917.0 16.0 17.0 16.0 1.0 
3170 25.881085634231567 0.07861651899293065 0.07324758544564247 1.6664784029126167 2.339315414428711 30327.0 29770.0 29933.0 17.0 16.0 17.0 1.0 
3171 25.88606905937195 0.07689079060219228 0.07286409102380276 1.6908303573727608 4.870390892028809 30366.0 29807.0 29971.0 17.0 17.0 17.0 1.0 
3172 25.891103982925415 0.07689079060219228 0.07286409102380276 1.6908303573727608 0.0 30366.0 29807.0 29971.0 17.0 17.0 17.0 1.0 
3173 25.89612913131714 0.0757403050083667 0.07286409102380276 1.7031022384762764 2.454376220703125 30383.0 29824.0 29988.0 17.0 17.0 16.0 1.0 
3174 25.90112280845642 0.07363108126446605 0.0734393335878849 1.7274541929364204 4.870390892028809 30417.0 29857.0 30020.0 19.0 19.0 19.0 1.0 
3175 25.906163454055786 0.07363108126446605 0.0734393335878849 1.7274541929364204 0.0 30417.0 29857.0 30020.0 19.0 19.0 19.0 1.0 
3176 25.9110689163208 0.07420632406137884 0.07363107986748219 1.7518061473965645 4.870390892028809 30453.0 29892.0 30055.0 19.0 18.0 17.0 1.0 
3177 25.916101694107056 0.0757403050083667 0.07363107986748219 1.763886220753193 2.4160146713256836 30472.0 29910.0 30072.0 17.0 17.0 16.0 1.0 
3178 25.921096801757812 0.0757403050083667 0.07363107986748219 1.763886220753193 0.0 30472.0 29910.0 30072.0 17.0 17.0 16.0 1.0 
3179 25.926136255264282 0.07650729536544532 0.07382282800972462 1.7759662941098213 2.4160146713256836 30489.0 29927.0 30088.0 20.0 19.0 20.0 1.0 
3180 25.931064128875732 0.07689079060219228 0.07401457615196705 1.788238175213337 2.454376220703125 30509.0 29946.0 30108.0 17.0 16.0 16.0 1.0 
3181 25.93606686592102 0.0772742857952835 0.07439807057380676 1.8131653144955635 4.9854278564453125 30544.0 29979.0 30142.0 17.0 17.0 17.0 1.0 
3182 25.941069841384888 0.0772742857952835 0.07439807057380676 1.8131653144955635 0.0 30561.0 29996.0 30159.0 17.0 16.0 16.0 1.0 
3183 25.946104049682617 0.0772742857952835 0.07439807057380676 1.8131653144955635 0.0 30561.0 29996.0 30159.0 17.0 16.0 16.0 1.0 
3184 25.951067209243774 0.07784952860674821 0.07439807057380676 1.825820691883564 2.5310754776000977 30578.0 30012.0 30175.0 18.0 17.0 17.0 1.0 
3185 25.956244707107544 0.07957525714300573 0.0745898187160492 1.8511313274502754 5.062127113342285 30596.0 30029.0 30192.0 22.0 20.0 21.0 1.0 
3186 25.961074352264404 0.07900001422967762 0.07478156685829163 1.863786704838276 2.5310754776000977 30618.0 30049.0 30213.0 17.0 17.0 17.0 1.0 
3187 25.966105699539185 0.07765778100292664 0.07478156685829163 1.8758667781949043 2.4160146713256836 30635.0 30066.0 30230.0 20.0 19.0 20.0 1.0 
3188 25.97106647491455 0.07612380012869835 0.07497331313788891 1.8875633552670479 2.339315414428711 30655.0 30085.0 30250.0 17.0 17.0 16.0 1.0 
3189 25.976099491119385 0.07420632406137884 0.07497331313788891 1.899260051548481 2.339339256286621 30672.0 30102.0 30266.0 17.0 16.0 17.0 1.0 
3190 25.981077432632446 0.0734393335878849 0.07478156685829163 1.9111483171582222 2.377653121948242 30689.0 30118.0 30283.0 17.0 17.0 17.0 1.0 
3191 25.986119270324707 0.0734393335878849 0.07478156685829163 1.9111483171582222 0.0 30689.0 30118.0 30283.0 17.0 17.0 17.0 1.0 
3192 25.991060733795166 0.07267234334722161 0.07516506128013134 1.9347332790493965 4.716992378234863 30723.0 30151.0 30317.0 21.0 21.0 20.0 1.0 
3193 25.996081829071045 0.07190535310655832 0.07535680942237377 1.9466216638684273 2.3776769638061523 30744.0 30172.0 30337.0 17.0 17.0 18.0 1.0 
3194 26.001065254211426 0.0709466147236526 0.07554855570197105 1.9583182409405708 2.339315414428711 30761.0 30189.0 30355.0 17.0 17.0 17.0 1.0 
3195 26.0065598487854 0.06864564400166273 0.07535680942237377 1.9815197065472603 4.640293121337891 30797.0 30225.0 30391.0 17.0 17.0 17.0 1.0 
3196 26.011073350906372 0.06864564400166273 0.07535680942237377 1.9815197065472603 0.0 30797.0 30225.0 30391.0 17.0 17.0 17.0 1.0 
3197 26.016125917434692 0.06749515794217587 0.07554855570197105 1.9932162836194038 2.339315414428711 30814.0 30242.0 30408.0 18.0 17.0 17.0 1.0 
3198 26.021076440811157 0.06653642002493143 0.07574030384421349 2.0051046684384346 2.3776769638061523 30832.0 30259.0 30425.0 17.0 17.0 17.0 1.0 
3199 26.026357650756836 0.06653642002493143 0.07574030384421349 2.0051046684384346 0.0 30849.0 30276.0 30442.0 17.0 17.0 17.0 1.0 
3200 26.031070470809937 0.06481069140136242 0.07612380012869835 2.028881438076496 4.755353927612305 30866.0 30293.0 30459.0 19.0 18.0 18.0 1.0 
3201 26.036298990249634 0.06442719604820013 0.07612380012869835 2.0407697036862373 2.377653121948242 30885.0 30311.0 30477.0 19.0 19.0 19.0 1.0 
3202 26.041074752807617 0.06481069140136242 0.07631554640829563 2.052658088505268 2.3776769638061523 30904.0 30330.0 30496.0 17.0 17.0 16.0 1.0 
3203 26.046183347702026 0.06615292467176914 0.07650729455053806 2.0643546655774117 2.339315414428711 30921.0 30347.0 30512.0 21.0 21.0 20.0 1.0 
3204 26.05108070373535 0.06730341073125601 0.07689078897237778 2.0760513618588448 2.339339256286621 30942.0 30368.0 30532.0 17.0 16.0 17.0 1.0 
3205 26.056101322174072 0.06807040050625801 0.07727428525686264 2.088131435215473 2.4160146713256836 30959.0 30384.0 30549.0 16.0 17.0 16.0 1.0 
3206 26.061075448989868 0.06826214864850044 0.07765777967870235 2.1000197008252144 2.377653121948242 30975.0 30401.0 30565.0 17.0 17.0 17.0 1.0 
3207 26.06610107421875 0.06826214864850044 0.07784952782094479 2.1119082048535347 2.3777008056640625 30992.0 30418.0 30582.0 22.0 20.0 21.0 1.0 
3208 26.07108783721924 0.06864564400166273 0.07784952782094479 2.124179847538471 2.4543285369873047 31014.0 30438.0 30603.0 16.0 17.0 16.0 1.0 
3209 26.076083421707153 0.06941263377666473 0.07784952782094479 2.1368353441357613 2.531099319458008 31030.0 30455.0 30619.0 17.0 16.0 17.0 1.0 
3210 26.081064462661743 0.0705631198361516 0.07784952782094479 2.149490602314472 2.5310516357421875 31047.0 30471.0 30636.0 17.0 16.0 16.0 1.0 
3211 26.086069107055664 0.07113836240023375 0.07804127596318722 2.1621460989117622 2.531099319458008 31064.0 30487.0 30652.0 20.0 19.0 20.0 1.0 
3212 26.091090440750122 0.0709466147236526 0.0782330222427845 2.174801357090473 2.5310516357421875 31084.0 30506.0 30672.0 16.0 16.0 16.0 1.0 
3213 26.096133708953857 0.06979612912982702 0.0782330222427845 2.1872649267315865 2.4927139282226562 31100.0 30522.0 30688.0 19.0 18.0 19.0 1.0 
3214 26.101072549819946 0.06787865329533815 0.0782330222427845 2.199536807835102 2.454376220703125 31119.0 30540.0 30707.0 16.0 16.0 17.0 1.0 
3215 26.106120347976685 0.06787865329533815 0.0782330222427845 2.199536807835102 0.0 31135.0 30556.0 30724.0 17.0 16.0 16.0 1.0 
3216 26.111098527908325 0.06787865329533815 0.0782330222427845 2.199536807835102 0.0 31135.0 30556.0 30724.0 17.0 16.0 16.0 1.0 
3217 26.116077661514282 0.06538593396544456 0.0788082666695118 2.23635221272707 7.363080978393555 31171.0 30591.0 30759.0 19.0 19.0 19.0 1.0 
3218 26.121134757995605 0.06519418675452471 0.0788082666695118 2.2486240938305855 2.454376220703125 31190.0 30610.0 30778.0 17.0 16.0 17.0 1.0 
3219 26.126072883605957 0.06481069140136242 0.07861651852726936 2.2607042863965034 2.4160385131835938 31207.0 30626.0 30795.0 21.0 21.0 21.0 1.0 
3220 26.131094932556152 0.06404370069503784 0.0782330222427845 2.272976167500019 2.454376220703125 31228.0 30647.0 30816.0 17.0 16.0 16.0 1.0 
3221 26.136115074157715 0.06308496277779341 0.0782330222427845 2.285056121647358 2.4159908294677734 31245.0 30663.0 30832.0 17.0 17.0 17.0 1.0 
3222 26.14106583595276 0.06212622486054897 0.07861651852726936 2.297136314213276 2.4160385131835938 31262.0 30680.0 30849.0 17.0 16.0 16.0 1.0 
3223 26.146152019500732 0.06078399159014225 0.07919176109135151 2.309024579823017 2.377653121948242 31279.0 30696.0 30865.0 21.0 21.0 22.0 1.0 
3224 26.15107774734497 0.05944175831973553 0.07995875179767609 2.3209130838513374 2.3777008056640625 31300.0 30717.0 30887.0 17.0 17.0 16.0 1.0 
3225 26.15609860420227 0.058291273191571236 0.08072574250400066 2.332609660923481 2.339315414428711 31317.0 30734.0 30903.0 17.0 16.0 17.0 1.0 
3226 26.16107964515686 0.05771603062748909 0.08110923692584038 2.344497926533222 2.377653121948242 31334.0 30750.0 30920.0 17.0 17.0 16.0 1.0 
3227 26.166089296340942 0.05790777690708637 0.08130098506808281 2.35657811909914 2.4160385131835938 31351.0 30767.0 30936.0 21.0 20.0 20.0 1.0 
3228 26.171074867248535 0.05886651575565338 0.08168447948992252 2.3684663847088814 2.377653121948242 31372.0 30787.0 30956.0 17.0 16.0 16.0 1.0 
3229 26.17611312866211 0.06001700088381767 0.08206797577440739 2.3803546503186226 2.377653121948242 31389.0 30803.0 30972.0 18.0 18.0 17.0 1.0 
3230 26.18106770515442 0.06078399159014225 0.0824514701962471 2.3920514658093452 2.3393630981445312 31407.0 30821.0 30989.0 17.0 17.0 17.0 1.0 
3231 26.18611216545105 0.06078399159014225 0.0824514701962471 2.3920514658093452 0.0 31424.0 30838.0 31006.0 17.0 16.0 17.0 1.0 
3232 26.19108247756958 0.06078399159014225 0.08360195532441139 2.4158279970288277 4.755306243896484 31441.0 30854.0 31023.0 20.0 19.0 18.0 1.0 
3233 26.19612717628479 0.06116748787462711 0.08379370346665382 2.4279081895947456 2.4160385131835938 31461.0 30873.0 31041.0 19.0 18.0 19.0 1.0 
3234 26.201061964035034 0.06174273043870926 0.08398545160889626 2.4401800706982613 2.454376220703125 31480.0 30891.0 31060.0 17.0 17.0 16.0 1.0 
3235 26.20612120628357 0.06250972021371126 0.08417719788849354 2.452451951801777 2.454376220703125 31497.0 30908.0 31076.0 22.0 21.0 21.0 1.0 
3236 26.211073637008667 0.06327671092003584 0.0845606941729784 2.46491552144289 2.4927139282226562 31519.0 30929.0 31097.0 17.0 16.0 16.0 1.0 
3237 26.21613645553589 0.0634684581309557 0.08532768487930298 2.477187402546406 2.454376220703125 31536.0 30945.0 31113.0 17.0 16.0 17.0 1.0 
3238 26.22108006477356 0.06289321556687355 0.08590292744338512 2.4892673566937447 2.4159908294677734 31553.0 30961.0 31130.0 17.0 16.0 17.0 1.0 
3239 26.2261164188385 0.06289321556687355 0.08590292744338512 2.4892673566937447 0.0 31570.0 30977.0 31147.0 17.0 16.0 21.0 1.0 
3240 26.231072664260864 0.059250010177493095 0.08647817000746727 2.513235814869404 4.793691635131836 31587.0 30993.0 31168.0 22.0 21.0 16.0 1.0 
3241 26.236161470413208 0.058099525049328804 0.08647817000746727 2.525124080479145 2.377653121948242 31609.0 31014.0 31184.0 17.0 16.0 16.0 1.0 
3242 26.2410786151886 0.05790777690708637 0.08686166442930698 2.5370125845074654 2.3777008056640625 31626.0 31030.0 31200.0 17.0 17.0 17.0 1.0 
3243 26.246128797531128 0.05790777690708637 0.08686166442930698 2.5370125845074654 0.0 31626.0 31030.0 31200.0 17.0 17.0 17.0 1.0 
3244 26.25106692314148 0.05733253434300423 0.08762865513563156 2.560789354145527 4.755353927612305 31663.0 31067.0 31237.0 17.0 16.0 16.0 1.0 
3245 26.2561297416687 0.05637379735708237 0.08782040327787399 2.572677619755268 2.377653121948242 31680.0 31083.0 31253.0 18.0 18.0 18.0 1.0 
3246 26.261072874069214 0.055223312228918076 0.08820389863103628 2.5845658853650093 2.377653121948242 31698.0 31101.0 31271.0 17.0 16.0 17.0 1.0 
3247 26.266133069992065 0.055223312228918076 0.08820389863103628 2.5845658853650093 0.0 31715.0 31117.0 31288.0 16.0 16.0 16.0 1.0 
3248 26.27107262611389 0.05330583453178406 0.08858739398419857 2.6085343435406685 4.793691635131836 31731.0 31133.0 31304.0 20.0 19.0 19.0 1.0 
3249 26.276089191436768 0.0523470975458622 0.08897088933736086 2.6209979131817818 2.4927139282226562 31751.0 31152.0 31323.0 19.0 19.0 18.0 1.0 
3250 26.281079530715942 0.05158010683953762 0.08916263654828072 2.633461482822895 2.4927139282226562 31770.0 31171.0 31341.0 16.0 17.0 16.0 1.0 
3251 26.286118745803833 0.05158010683953762 0.08916263654828072 2.633461482822895 0.0 31770.0 31171.0 31341.0 16.0 17.0 16.0 1.0 
3252 26.29107093811035 0.05177185498178005 0.0899296272546053 2.6583888605237007 4.985475540161133 31807.0 31209.0 31377.0 17.0 16.0 17.0 1.0 
3253 26.296109914779663 0.053114088252186775 0.09050486981868744 2.6706607416272163 2.454376220703125 31824.0 31225.0 31394.0 18.0 17.0 17.0 1.0 
3254 26.301077365875244 0.0544563215225935 0.09088836517184973 2.682740695774555 2.4159908294677734 31842.0 31242.0 31411.0 16.0 17.0 16.0 1.0 
3255 26.30609440803528 0.05541505850851536 0.09146360773593187 2.695012576878071 2.454376220703125 31858.0 31259.0 31427.0 21.0 21.0 21.0 1.0 
3256 26.31106734275818 0.055990301072597504 0.09203885030001402 2.7072844579815865 2.454376220703125 31879.0 31280.0 31448.0 17.0 16.0 16.0 1.0 
3257 26.316129446029663 0.055990301072597504 0.09203885030001402 2.7072844579815865 0.0 31879.0 31280.0 31448.0 17.0 16.0 16.0 1.0 
3258 26.321083068847656 0.05694903992116451 0.09299758821725845 2.731636293232441 4.870367050170898 31914.0 31314.0 31481.0 17.0 17.0 17.0 1.0 
3259 26.32610845565796 0.05771603062748909 0.09318933635950089 2.7439081743359566 2.454376220703125 31931.0 31331.0 31498.0 20.0 19.0 19.0 1.0 
3260 26.33107018470764 0.05867476761341095 0.09357283171266317 2.756180055439472 2.454376220703125 31951.0 31350.0 31517.0 16.0 17.0 17.0 1.0 
3261 26.336129665374756 0.059250010177493095 0.09376457892358303 2.768451936542988 2.454376220703125 31967.0 31367.0 31534.0 18.0 17.0 17.0 1.0 
3262 26.3410747051239 0.059250010177493095 0.09414807427674532 2.780915506184101 2.4927139282226562 31985.0 31384.0 31551.0 17.0 17.0 17.0 1.0 
3263 26.346136808395386 0.059250010177493095 0.09414807427674532 2.780915506184101 0.0 32002.0 31401.0 31568.0 17.0 16.0 16.0 1.0 
3264 26.351074934005737 0.05694903992116451 0.09453156962990761 2.8046922758221626 4.755353927612305 32019.0 31417.0 31584.0 19.0 19.0 19.0 1.0 
3265 26.356146335601807 0.05694903992116451 0.09453156962990761 2.8046922758221626 0.0 32019.0 31417.0 31584.0 19.0 19.0 19.0 1.0 
3266 26.361083507537842 0.05426457338035107 0.09510681219398975 2.8282771185040474 4.716968536376953 32057.0 31455.0 31623.0 17.0 17.0 16.0 1.0 
3267 26.36607813835144 0.05388107895851135 0.0956820547580719 2.8401656225323677 2.3777008056640625 32074.0 31472.0 31639.0 21.0 21.0 21.0 1.0 
3268 26.371093034744263 0.05368933081626892 0.09606555011123419 2.8518621996045113 2.339315414428711 32095.0 31493.0 31660.0 16.0 17.0 17.0 1.0 
3269 26.376116275787354 0.05368933081626892 0.09606555011123419 2.8518621996045113 0.0 32095.0 31493.0 31660.0 16.0 17.0 17.0 1.0 
3270 26.38109016418457 0.052155349403619766 0.09644904546439648 2.875447042286396 4.716968536376953 32129.0 31527.0 31694.0 17.0 16.0 17.0 1.0 
3271 26.386078596115112 0.051004864275455475 0.09683254081755877 2.8873353078961372 2.377653121948242 32146.0 31543.0 31711.0 20.0 21.0 21.0 1.0 
3272 26.391093254089355 0.0502378735691309 0.09721603570505977 2.8992238119244576 2.3777008056640625 32166.0 31564.0 31732.0 17.0 16.0 16.0 1.0 
3273 26.39607858657837 0.04947088286280632 0.09759953105822206 2.910920388996601 2.339315414428711 32183.0 31580.0 31748.0 17.0 17.0 17.0 1.0 
3274 26.401069402694702 0.04870389215648174 0.09798302641138434 2.9228086546063423 2.377653121948242 32200.0 31597.0 31765.0 17.0 17.0 17.0 1.0 
3275 26.406091690063477 0.047936903312802315 0.09817477408796549 2.9348888471722603 2.4160385131835938 32217.0 31614.0 31782.0 20.0 19.0 19.0 1.0 
3276 26.411073446273804 0.04774515517055988 0.09836652129888535 2.947160728275776 2.454376220703125 32237.0 31633.0 31801.0 17.0 17.0 16.0 1.0 
3277 26.416123867034912 0.04774515517055988 0.09836652129888535 2.947160728275776 0.0 32237.0 31633.0 31801.0 17.0 17.0 16.0 1.0 
3278 26.421071767807007 0.0481286495923996 0.09875001665204763 2.959048993885517 2.377653121948242 32254.0 31650.0 31817.0 19.0 18.0 19.0 1.0 
3279 26.426105499267578 0.04966263100504875 0.09932525968179107 2.9709372594952583 2.377653121948242 32290.0 31684.0 31852.0 16.0 16.0 16.0 1.0 
3280 26.43109130859375 0.05158010683953762 0.1002839975990355 2.9950976446270943 4.8320770263671875 32306.0 31700.0 31868.0 19.0 18.0 18.0 1.0 
3281 26.436076164245605 0.052155349403619766 0.10066749271936715 3.00736952573061 2.454376220703125 32325.0 31718.0 31886.0 19.0 19.0 19.0 1.0 
3282 26.441088438034058 0.05253884568810463 0.10124273551627994 3.0196411684155464 2.4543285369873047 32344.0 31737.0 31905.0 17.0 16.0 17.0 1.0 
3283 26.446146965026855 0.05349758267402649 0.10143448319286108 3.031913049519062 2.454376220703125 32361.0 31753.0 31922.0 21.0 21.0 21.0 1.0 
3284 26.451080083847046 0.0544563215225935 0.10181797831319273 3.0443766191601753 2.4927139282226562 32382.0 31774.0 31943.0 17.0 16.0 16.0 1.0 
3285 26.45609211921692 0.05560680665075779 0.10220147354993969 3.0570321157574654 2.531099319458008 32399.0 31790.0 31959.0 17.0 17.0 17.0 1.0 
3286 26.461100339889526 0.05560680665075779 0.10220147354993969 3.0570321157574654 0.0 32399.0 31790.0 31959.0 17.0 17.0 17.0 1.0 
3287 26.46609354019165 0.05752428248524666 0.10277671634685248 3.0827262476086617 5.138826370239258 32433.0 31824.0 31993.0 21.0 20.0 20.0 1.0 
3288 26.471074104309082 0.05752428248524666 0.10316021158359945 3.095189817249775 2.4927139282226562 32454.0 31844.0 32013.0 16.0 16.0 17.0 1.0 
3289 26.476120233535767 0.05637379735708237 0.10354370677669067 3.1074616983532906 2.454376220703125 32470.0 31860.0 32030.0 18.0 17.0 17.0 1.0 
