i t_now roll pitch yaw dyaw psi_1 psi_2 psi_3 dpsi1 dpsi2 dpsi3 Tz 
952 14.765776634216309 -0.0 0.0 0.0 0.0 4499.0 4349.0 4469.0 5.0 4.0 4.0 0.25 
953 14.77099061012268 -0.0 0.0 0.0 0.0 4504.0 4353.0 4473.0 4.0 4.0 4.0 0.25 
954 14.775758266448975 -0.0 0.0 0.0 0.0 4508.0 4357.0 4477.0 4.0 4.0 4.0 0.25 
955 14.780815601348877 -0.0 0.0 0.0 0.0 4512.0 4361.0 4481.0 4.0 4.0 4.0 0.25 
956 14.78573489189148 -0.0 0.0 0.0 0.0 4516.0 4365.0 4485.0 5.0 4.0 4.0 0.25 
957 14.790805101394653 -0.0 0.0 0.0 0.0 4521.0 4369.0 4489.0 4.0 4.0 4.0 0.25 
958 14.795751333236694 -0.0 0.0 0.0 0.0 4525.0 4373.0 4493.0 4.0 4.0 4.0 0.25 
959 14.80084776878357 -0.0 0.0 0.0 0.0 4529.0 4377.0 4497.0 5.0 4.0 5.0 0.25 
960 14.805732727050781 -0.0 0.0 0.0 0.0 4534.0 4381.0 4502.0 4.0 4.0 4.0 0.25 
961 14.810811996459961 -0.0 0.0 0.0 0.0 4538.0 4385.0 4506.0 5.0 5.0 5.0 0.25 
962 14.815752506256104 -0.0 0.0 0.0 0.0 4547.0 4394.0 4515.0 4.0 4.0 4.0 0.25 
963 14.820828914642334 -0.0 0.0 0.0 0.0 4551.0 4398.0 4519.0 5.0 4.0 5.0 0.25 
964 14.825744867324829 -0.0 0.0 0.0 0.0 4556.0 4402.0 4524.0 4.0 4.0 4.0 0.25 
965 14.830890893936157 -0.0 0.0 0.0 0.0 4560.0 4406.0 4528.0 5.0 4.0 4.0 0.25 
966 14.835739135742188 -0.0 0.0 0.0 0.0 4565.0 4410.0 4532.0 4.0 5.0 4.0 0.25 
967 14.840780019760132 -0.0 0.0 0.0 0.0 4569.0 4415.0 4536.0 5.0 4.0 5.0 0.25 
968 14.845749378204346 -0.0 0.0 0.0 0.0 4574.0 4419.0 4541.0 4.0 4.0 4.0 0.25 
969 14.850991487503052 -0.0 0.0 0.0 0.0 4578.0 4423.0 4545.0 5.0 4.0 4.0 0.25 
970 14.85578966140747 -0.0 0.0 0.0 0.0 4583.0 4427.0 4549.0 4.0 4.0 4.0 0.25 
971 14.86082148551941 -0.0 0.0 0.0 0.0 4587.0 4431.0 4553.0 5.0 5.0 4.0 0.25 
972 14.86573839187622 -0.0 0.0 0.0 0.0 4592.0 4436.0 4557.0 4.0 4.0 4.0 0.25 
973 14.870792388916016 -0.0 0.0 0.0 0.0 4596.0 4440.0 4561.0 5.0 4.0 5.0 0.25 
974 14.87576937675476 -0.0 0.0 0.0 0.0 4605.0 4449.0 4571.0 5.0 4.0 4.0 0.25 
975 14.880826950073242 -0.0 0.0 0.0 0.0 4605.0 4449.0 4571.0 5.0 4.0 4.0 0.25 
976 14.885783195495605 -0.0 0.0 0.0 0.0 4614.0 4457.0 4579.0 5.0 4.0 5.0 0.25 
977 14.890775203704834 -0.0 0.0 0.0 0.0 4619.0 4461.0 4584.0 4.0 5.0 4.0 0.25 
978 14.895800590515137 -0.0 0.0 0.0 0.0 4619.0 4461.0 4584.0 4.0 5.0 4.0 0.25 
979 14.900783777236938 -0.0 0.0 0.0 0.0 4628.0 4470.0 4592.0 5.0 4.0 5.0 0.25 
980 14.905921697616577 -0.0 0.0 0.0 0.0 4633.0 4474.0 4597.0 4.0 4.0 4.0 0.25 
981 14.910775423049927 -0.0 0.0 0.0 0.0 4637.0 4478.0 4601.0 5.0 5.0 5.0 0.25 
982 14.915756940841675 -0.0 0.0 0.0 0.0 4642.0 4483.0 4606.0 4.0 4.0 5.0 0.25 
983 14.920801401138306 -0.0 0.0 0.0 0.0 4646.0 4487.0 4611.0 5.0 4.0 4.0 0.25 
984 14.925867557525635 -0.0 0.0 0.0 0.0 4651.0 4491.0 4615.0 4.0 4.0 5.0 0.25 
985 14.930774688720703 -0.0 0.0 0.0 0.0 4655.0 4495.0 4620.0 5.0 5.0 4.0 0.25 
986 14.93577790260315 -0.0 0.0 0.0 0.0 4660.0 4500.0 4624.0 5.0 4.0 4.0 0.25 
987 14.940819501876831 -0.0 0.0 0.0 0.0 4665.0 4504.0 4628.0 4.0 4.0 5.0 0.25 
988 14.94573712348938 -0.0 0.0 0.0 0.0 4674.0 4513.0 4637.0 5.0 4.0 5.0 0.25 
989 14.950814723968506 -0.0 0.0 0.0 0.0 4674.0 4513.0 4637.0 5.0 4.0 5.0 0.25 
990 14.955743312835693 -0.0 0.0 0.0 0.0 4683.0 4522.0 4647.0 5.0 4.0 4.0 0.25 
991 14.960810422897339 -0.0 0.0 0.0 0.0 4683.0 4522.0 4647.0 5.0 4.0 4.0 0.25 
992 14.965757608413696 -0.0 0.0 0.0 0.0 4688.0 4526.0 4651.0 5.0 5.0 5.0 0.25 
993 14.970790147781372 -0.0 0.0 0.0 0.0 4698.0 4535.0 4660.0 5.0 5.0 5.0 0.25 
994 14.97574234008789 -0.0 0.0 0.0 0.0 4703.0 4540.0 4665.0 4.0 4.0 4.0 0.25 
995 14.980776309967041 -0.0 0.0 0.0 0.0 4707.0 4544.0 4669.0 5.0 5.0 5.0 0.25 
996 14.985748529434204 -0.0 0.0 0.0 0.0 4712.0 4549.0 4674.0 5.0 4.0 4.0 0.25 
997 14.99086046218872 -0.0 0.0 0.0 0.0 4717.0 4553.0 4678.0 5.0 5.0 5.0 0.25 
998 14.995803117752075 -0.0 0.0 0.0 0.0 4722.0 4558.0 4683.0 5.0 5.0 4.0 0.25 
999 15.000810384750366 -0.0 0.0 0.0 0.0 4727.0 4563.0 4687.0 5.0 4.0 5.0 0.5 
1000 15.005739450454712 -0.0 0.0 0.0 0.0 4732.0 4567.0 4692.0 5.0 5.0 5.0 0.5 
1001 15.01080584526062 -0.0 0.0 0.0 0.0 4737.0 4572.0 4697.0 5.0 4.0 4.0 0.5 
1002 15.01574444770813 -0.0 0.0 0.0 0.0 4742.0 4576.0 4701.0 4.0 5.0 5.0 0.5 
1003 15.020936489105225 -0.0 0.0 0.0 0.0 4746.0 4581.0 4706.0 5.0 5.0 5.0 0.5 
1004 15.025750160217285 -0.0 0.0 0.0 0.0 4757.0 4591.0 4716.0 5.0 5.0 5.0 0.5 
1005 15.030827760696411 -0.0 0.0 0.0 0.0 4757.0 4591.0 4716.0 5.0 5.0 5.0 0.5 
1006 15.035764217376709 -0.0 0.0 0.0 0.0 4762.0 4596.0 4721.0 6.0 6.0 6.0 0.5 
1007 15.040887832641602 -0.0 0.0 0.0 0.0 4774.0 4607.0 4732.0 7.0 7.0 7.0 0.5 
1008 15.045742511749268 -0.0 0.0 0.0 0.0 4781.0 4614.0 4739.0 6.0 6.0 6.0 0.5 
1009 15.050868272781372 -0.0 0.0 0.0 0.0 4787.0 4620.0 4745.0 7.0 6.0 6.0 0.5 
1010 15.055755615234375 -0.0 0.0 0.0 0.0 4794.0 4626.0 4751.0 8.0 7.0 7.0 0.5 
1011 15.060799360275269 -0.0 0.0 0.0 0.0 4802.0 4633.0 4758.0 7.0 7.0 7.0 0.5 
1012 15.065762996673584 -0.0 0.0 0.0 0.0 4809.0 4640.0 4765.0 7.0 7.0 7.0 0.5 
1013 15.070826053619385 -0.0 0.0 0.0 0.0 4816.0 4647.0 4772.0 8.0 6.0 8.0 0.5 
1014 15.075738906860352 -0.0 0.0 0.0 0.0 4824.0 4653.0 4780.0 7.0 7.0 7.0 0.5 
1015 15.0809006690979 -0.0 0.0 0.0 0.0 4831.0 4660.0 4787.0 8.0 7.0 7.0 0.5 
1016 15.0857412815094 -0.0 0.0 0.0 0.0 4839.0 4667.0 4794.0 7.0 7.0 7.0 0.5 
1017 15.090839147567749 -0.0 0.0 0.0 0.0 4846.0 4674.0 4801.0 7.0 6.0 7.0 0.5 
1018 15.0958833694458 -0.0 0.0 0.0 0.0 4853.0 4680.0 4808.0 8.0 7.0 8.0 0.5 
1019 15.100900411605835 -0.0 0.0 0.0 0.0 4861.0 4687.0 4816.0 7.0 8.0 8.0 0.5 
1020 15.105759382247925 -0.0 0.0 0.0 0.0 4868.0 4695.0 4824.0 7.0 7.0 7.0 0.5 
1021 15.110839128494263 -0.0 0.0 0.0 0.0 4882.0 4709.0 4839.0 7.0 8.0 7.0 0.5 
1022 15.115885972976685 -0.0 0.0 0.0 0.0 4882.0 4709.0 4839.0 7.0 8.0 7.0 0.5 
1023 15.120909452438354 -0.0 0.0 0.0 0.0 4889.0 4717.0 4846.0 7.0 7.0 8.0 0.5 
1024 15.125916481018066 -0.0 0.0 0.0 0.0 4896.0 4724.0 4854.0 7.0 8.0 7.0 0.5 
1025 15.130801439285278 -0.0 0.0 0.0 0.0 4911.0 4739.0 4869.0 7.0 8.0 8.0 0.5 
1026 15.135760307312012 -0.0 0.0 0.0 0.0 4918.0 4747.0 4877.0 7.0 8.0 8.0 0.5 
1027 15.14079737663269 -0.0 0.0 0.0 0.0 4925.0 4755.0 4885.0 8.0 8.0 8.0 0.5 
1028 15.145881175994873 -0.0 0.0 0.0 0.0 4933.0 4763.0 4893.0 7.0 8.0 8.0 0.5 
1029 15.150835037231445 -0.0 0.0 0.0 0.0 4940.0 4771.0 4901.0 8.0 8.0 7.0 0.5 
1030 15.155802488327026 -0.0 0.0 0.0 0.0 4948.0 4779.0 4908.0 7.0 7.0 8.0 0.5 
1031 15.160770893096924 -0.0 0.0 0.0 0.0 4955.0 4786.0 4916.0 8.0 9.0 8.0 0.5 
1032 15.16576623916626 -0.0 0.0 0.0 0.0 4971.0 4803.0 4932.0 8.0 8.0 8.0 0.5 
1033 15.170990943908691 -0.0 0.0 0.0 0.0 4971.0 4803.0 4932.0 8.0 8.0 8.0 0.5 
1034 15.17574405670166 -0.0 0.0 0.0 0.0 4979.0 4811.0 4940.0 8.0 8.0 8.0 0.5 
1035 15.180975675582886 -0.0 0.0 0.0 0.0 4995.0 4827.0 4956.0 8.0 9.0 8.0 0.5 
1036 15.185855865478516 -0.0 0.0 0.0 0.0 5003.0 4836.0 4964.0 9.0 8.0 8.0 0.5 
1037 15.190838813781738 -0.0 0.0 0.0 0.0 5003.0 4836.0 4964.0 9.0 8.0 8.0 0.5 
1038 15.195761919021606 -0.0 0.0 0.0 0.0 5020.0 4853.0 4980.0 8.0 8.0 7.0 0.5 
1039 15.20095181465149 -0.0 0.0 0.0 0.0 5028.0 4861.0 4987.0 9.0 9.0 9.0 0.5 
1040 15.205754041671753 -0.0 0.0 0.0 0.0 5037.0 4870.0 4996.0 8.0 8.0 7.0 0.5 
1041 15.210809469223022 -0.0 0.0 0.0 0.0 5045.0 4878.0 5003.0 8.0 8.0 8.0 0.5 
1042 15.215827941894531 -0.0 0.0 0.0 0.0 5053.0 4886.0 5011.0 9.0 9.0 8.0 0.5 
1043 15.220790147781372 -0.0 0.0 0.0 0.0 5062.0 4895.0 5019.0 8.0 8.0 8.0 0.5 
1044 15.225789308547974 -0.0 0.0 0.0 0.0 5070.0 4903.0 5027.0 8.0 8.0 8.0 0.5 
1045 15.230786085128784 -0.0 0.0 0.0 0.0 5078.0 4911.0 5035.0 8.0 8.0 8.0 0.5 
1046 15.235807418823242 -0.0 0.0 0.0 0.0 5086.0 4919.0 5043.0 8.0 8.0 8.0 0.5 
1047 15.240776538848877 -0.0 0.0 0.0 0.0 5094.0 4927.0 5051.0 8.0 8.0 8.0 0.5 
1048 15.245747089385986 -0.0 0.0 0.0 0.0 5102.0 4935.0 5059.0 9.0 8.0 8.0 0.5 
1049 15.25076937675476 -0.0 0.0 0.0 0.0 5111.0 4943.0 5067.0 8.0 8.0 8.0 0.5 
1050 15.255784034729004 -0.0 0.0 0.0 0.0 5119.0 4951.0 5075.0 8.0 9.0 8.0 0.5 
1051 15.260788917541504 -0.0 0.0 0.0 0.0 5136.0 4968.0 5092.0 8.0 8.0 8.0 0.5 
1052 15.265746355056763 -0.0 0.0 0.0 0.0 5144.0 4976.0 5100.0 9.0 9.0 8.0 0.5 
1053 15.2707839012146 -0.0 0.0 0.0 0.0 5153.0 4985.0 5108.0 9.0 8.0 9.0 0.5 
1054 15.2757408618927 -0.0 0.0 0.0 0.0 5162.0 4993.0 5117.0 8.0 8.0 8.0 0.5 
1055 15.280808210372925 -0.0 0.0 0.0 0.0 5170.0 5001.0 5125.0 9.0 9.0 9.0 0.5 
1056 15.285740852355957 -0.0 0.0 0.0 0.0 5179.0 5010.0 5134.0 9.0 8.0 8.0 0.5 
1057 15.290799856185913 -0.0 0.0 0.0 0.0 5188.0 5018.0 5142.0 9.0 9.0 9.0 0.5 
1058 15.29574179649353 -0.0 0.0 0.0 0.0 5197.0 5027.0 5151.0 9.0 8.0 9.0 0.5 
1059 15.300848722457886 -0.0 0.0 0.0 0.0 5206.0 5035.0 5160.0 8.0 9.0 8.0 0.5 
1060 15.305745601654053 -0.0 0.0 0.0 0.0 5214.0 5044.0 5168.0 9.0 8.0 8.0 0.5 
1061 15.31079387664795 -0.0 0.0 0.0 0.0 5223.0 5052.0 5176.0 9.0 9.0 9.0 0.5 
1062 15.315818548202515 -0.0 0.0 0.0 0.0 5232.0 5061.0 5185.0 9.0 8.0 8.0 0.5 
1063 15.320848226547241 -0.0 0.0 0.0 0.0 5241.0 5069.0 5193.0 9.0 8.0 9.0 0.5 
1064 15.325752258300781 -0.0 0.0 0.0 0.0 5250.0 5077.0 5202.0 9.0 9.0 9.0 0.5 
1065 15.330795288085938 -0.0 0.0 0.0 0.0 5259.0 5086.0 5211.0 8.0 9.0 8.0 0.5 
1066 15.336255550384521 -0.0 0.0 0.0 0.0 5276.0 5103.0 5228.0 9.0 9.0 8.0 0.5 
1067 15.340858221054077 -0.0 0.0 0.0 0.0 5285.0 5112.0 5236.0 9.0 8.0 9.0 0.5 
1068 15.345760583877563 -0.0 0.0 0.0 0.0 5285.0 5112.0 5236.0 9.0 8.0 9.0 0.5 
1069 15.350791215896606 -0.0 0.0 0.0 0.0 5303.0 5129.0 5254.0 9.0 8.0 9.0 0.5 
1070 15.355754852294922 -0.0 0.0 0.0 0.0 5312.0 5137.0 5263.0 8.0 9.0 8.0 0.5 
1071 15.360792636871338 -0.0 0.0 0.0 0.0 5320.0 5146.0 5271.0 9.0 9.0 9.0 0.5 
1072 15.365781307220459 -0.0 0.0 0.0 0.0 5320.0 5146.0 5271.0 9.0 9.0 9.0 0.5 
1073 15.370807409286499 -0.0 0.0 0.0 0.0 5338.0 5163.0 5289.0 8.0 9.0 8.0 0.5 
1074 15.37583327293396 -0.0 0.0 0.0 0.0 5338.0 5163.0 5289.0 8.0 9.0 8.0 0.5 
1075 15.38096022605896 -0.0 0.0 0.0 0.0 5354.0 5181.0 5307.0 8.0 8.0 8.0 0.5 
1076 15.385801792144775 -0.0 0.0 0.0 0.0 5362.0 5189.0 5315.0 9.0 9.0 9.0 0.5 
1077 15.390782833099365 -0.0 0.0 0.0 0.0 5371.0 5198.0 5324.0 8.0 9.0 8.0 0.5 
1078 15.395804166793823 -0.0 0.0 0.0 0.0 5379.0 5207.0 5332.0 8.0 8.0 9.0 0.5 
1079 15.401086330413818 -0.0 0.0 0.0 0.0 5387.0 5215.0 5341.0 8.0 9.0 9.0 0.5 
1080 15.405757188796997 -0.0 0.0 0.0 0.0 5403.0 5232.0 5359.0 8.0 9.0 9.0 0.5 
1081 15.410796642303467 -0.0 0.0 0.0 0.0 5411.0 5241.0 5368.0 9.0 9.0 8.0 0.5 
1082 15.415850639343262 -0.0 0.0 0.0 0.0 5411.0 5241.0 5368.0 9.0 9.0 8.0 0.5 
1083 15.420792579650879 -0.0 0.0 0.0 0.0 5420.0 5250.0 5376.0 8.0 8.0 9.0 0.5 
1084 15.42580795288086 -0.0 0.0 0.0 0.0 5436.0 5267.0 5394.0 9.0 8.0 9.0 0.5 
1085 15.430795431137085 -0.0 0.0 0.0 0.0 5445.0 5275.0 5403.0 8.0 9.0 9.0 0.5 
1086 15.435791015625 -0.0 0.0 0.0 0.0 5453.0 5284.0 5412.0 8.0 8.0 8.0 0.5 
1087 15.440791130065918 -0.0 0.0 0.0 0.0 5461.0 5292.0 5420.0 9.0 8.0 9.0 0.5 
1088 15.445790767669678 -0.0 0.0 0.0 0.0 5470.0 5300.0 5429.0 8.0 9.0 9.0 0.5 
1089 15.450791358947754 -0.0 0.0 0.0 0.0 5478.0 5309.0 5438.0 9.0 8.0 8.0 0.5 
1090 15.455773830413818 -0.0 0.0 0.0 0.0 5487.0 5317.0 5446.0 8.0 8.0 9.0 0.5 
1091 15.460790634155273 -0.0 0.0 0.0 0.0 5495.0 5325.0 5455.0 8.0 8.0 8.0 0.5 
1092 15.465766429901123 -0.0 0.0 0.0 0.0 5503.0 5333.0 5463.0 9.0 8.0 8.0 0.5 
1093 15.470790386199951 -0.0 0.0 0.0 0.0 5512.0 5341.0 5471.0 9.0 8.0 8.0 0.5 
1094 15.47579288482666 -0.0 0.0 0.0 0.0 5521.0 5349.0 5479.0 8.0 8.0 9.0 0.5 
1095 15.481022357940674 -0.0 0.0 0.0 0.0 5529.0 5357.0 5488.0 9.0 8.0 8.0 0.5 
1096 15.485764741897583 -0.0 0.0 0.0 0.0 5547.0 5373.0 5504.0 8.0 8.0 8.0 0.5 
1097 15.490843057632446 -0.0 0.0 0.0 0.0 5555.0 5381.0 5512.0 9.0 8.0 9.0 0.5 
1098 15.49577021598816 -0.0 0.0 0.0 0.0 5555.0 5381.0 5512.0 9.0 8.0 9.0 0.5 
1099 15.500791788101196 -0.0 0.0 0.0 0.0 5573.0 5398.0 5530.0 9.0 8.0 9.0 0.5 
1100 15.505841493606567 -0.0 0.0 0.0 0.0 5573.0 5398.0 5530.0 9.0 8.0 9.0 0.5 
1101 15.510792016983032 -0.0 0.0 0.0 0.0 5582.0 5406.0 5539.0 9.0 8.0 8.0 0.5 
1102 15.515814781188965 -0.0 0.0 0.0 0.0 5600.0 5423.0 5556.0 9.0 8.0 8.0 0.5 
1103 15.520789623260498 -0.0 0.0 0.0 0.0 5600.0 5423.0 5556.0 9.0 8.0 8.0 0.5 
1104 15.525779008865356 -0.0 0.0 0.0 0.0 5618.0 5439.0 5573.0 9.0 9.0 8.0 0.5 
1105 15.530868768692017 -0.0 0.0 0.0 0.0 5627.0 5448.0 5581.0 8.0 8.0 9.0 0.5 
1106 15.535767555236816 -0.0 0.0 0.0 0.0 5635.0 5456.0 5590.0 9.0 8.0 9.0 0.5 
1107 15.540821313858032 -0.0 0.0 0.0 0.0 5644.0 5464.0 5599.0 9.0 9.0 8.0 0.5 
1108 15.5457603931427 -0.0 0.0 0.0 0.0 5653.0 5473.0 5607.0 9.0 8.0 9.0 0.5 
1109 15.550836324691772 -0.0 0.0 0.0 0.0 5662.0 5481.0 5616.0 9.0 9.0 8.0 0.5 
1110 15.555762767791748 -0.0 0.0 0.0 0.0 5680.0 5498.0 5633.0 9.0 9.0 8.0 0.5 
1111 15.560838460922241 -0.0 0.0 0.0 0.0 5680.0 5498.0 5633.0 9.0 9.0 8.0 0.5 
1112 15.5657639503479 -0.0 0.0 0.0 0.0 5689.0 5507.0 5641.0 9.0 8.0 9.0 0.5 
1113 15.570834875106812 -0.0 0.0 0.0 0.0 5698.0 5515.0 5650.0 8.0 8.0 9.0 0.5 
1114 15.575750589370728 -0.0 0.0 0.0 0.0 5706.0 5523.0 5659.0 9.0 9.0 9.0 0.5 
1115 15.58080005645752 -0.0 0.0 0.0 0.0 5715.0 5532.0 5668.0 9.0 9.0 8.0 0.5 
1116 15.585747480392456 -0.0 0.0 0.0 0.0 5724.0 5541.0 5676.0 9.0 8.0 9.0 0.5 
1117 15.590797185897827 -0.0 0.0 0.0 0.0 5742.0 5558.0 5694.0 9.0 9.0 9.0 0.5 
1118 15.59636926651001 -0.0 0.0 0.0 0.0 5751.0 5567.0 5703.0 9.0 8.0 8.0 0.5 
1119 15.600796222686768 -0.0 0.0 0.0 0.0 5760.0 5575.0 5711.0 9.0 9.0 9.0 0.5 
1120 15.605823040008545 -0.0 0.0 0.0 0.0 5769.0 5584.0 5720.0 8.0 9.0 9.0 0.5 
1121 15.610800504684448 -0.0 0.0 0.0 0.0 5777.0 5593.0 5729.0 9.0 8.0 9.0 0.5 
1122 15.615793704986572 -0.0 0.0 0.0 0.0 5786.0 5601.0 5738.0 8.0 9.0 9.0 0.5 
1123 15.620792388916016 -0.0 0.0 0.0 0.0 5794.0 5610.0 5747.0 8.0 8.0 8.0 0.5 
1124 15.625765562057495 -0.0 0.0 0.0 0.0 5802.0 5618.0 5755.0 8.0 9.0 9.0 0.5 
1125 15.630804538726807 -0.0 0.0 0.0 0.0 5810.0 5627.0 5764.0 9.0 8.0 9.0 0.5 
1126 15.63585901260376 -0.0 0.0 0.0 0.0 5819.0 5635.0 5773.0 8.0 9.0 8.0 0.5 
1127 15.640779972076416 -0.0 0.0 0.0 0.0 5835.0 5652.0 5790.0 8.0 9.0 9.0 0.5 
1128 15.645830392837524 -0.0 0.0 0.0 0.0 5835.0 5652.0 5790.0 8.0 9.0 9.0 0.5 
1129 15.650793552398682 -0.0 0.0 0.0 0.0 5851.0 5670.0 5808.0 8.0 8.0 8.0 0.5 
1130 15.655878067016602 -0.0 0.0 0.0 0.0 5851.0 5670.0 5808.0 8.0 8.0 8.0 0.5 
1131 15.660793542861938 -0.0 0.0 0.0 0.0 5868.0 5687.0 5825.0 8.0 9.0 9.0 0.5 
1132 15.665850400924683 -0.0 0.0 0.0 0.0 5876.0 5696.0 5834.0 8.0 8.0 9.0 0.5 
1133 15.670786380767822 -0.0 0.0 0.0 0.0 5884.0 5704.0 5843.0 9.0 9.0 9.0 0.5 
1134 15.675777912139893 -0.0 0.0 0.0 0.0 5893.0 5713.0 5852.0 9.0 9.0 9.0 0.5 
1135 15.680799722671509 -0.0 0.0 0.0 0.0 5902.0 5722.0 5861.0 8.0 9.0 8.0 0.5 
1136 15.68581485748291 -0.0 0.0 0.0 0.0 5902.0 5722.0 5861.0 8.0 9.0 8.0 0.5 
1137 15.69080376625061 -0.0 0.0 0.0 0.0 5919.0 5739.0 5878.0 8.0 8.0 8.0 0.5 
1138 15.695850372314453 -0.0 0.0 0.0 0.0 5919.0 5739.0 5878.0 8.0 8.0 8.0 0.5 
1139 15.70078730583191 -0.0 0.0 0.0 0.0 5936.0 5756.0 5895.0 8.0 8.0 8.0 0.5 
1140 15.705846071243286 -0.0 0.0 0.0 0.0 5944.0 5764.0 5903.0 9.0 9.0 9.0 0.5 
1141 15.710778951644897 -0.0 0.0 0.0 0.0 5953.0 5773.0 5912.0 8.0 8.0 8.0 0.5 
1142 15.715810060501099 -0.0 0.0 0.0 0.0 5961.0 5781.0 5920.0 9.0 8.0 8.0 0.5 
1143 15.720788955688477 -0.0 0.0 0.0 0.0 5979.0 5797.0 5936.0 8.0 8.0 8.0 0.5 
1144 15.725811004638672 -0.0 0.0 0.0 0.0 5979.0 5797.0 5936.0 8.0 8.0 8.0 0.5 
1145 15.730804920196533 -0.0 0.0 0.0 0.0 5996.0 5813.0 5953.0 8.0 9.0 8.0 0.5 
1146 15.735865592956543 -0.0 0.0 0.0 0.0 5996.0 5813.0 5953.0 8.0 9.0 8.0 0.5 
1147 15.740836381912231 -0.0 0.0 0.0 0.0 6004.0 5822.0 5961.0 9.0 8.0 9.0 0.5 
1148 15.745827674865723 -0.0 0.0 0.0 0.0 6022.0 5838.0 5978.0 9.0 9.0 9.0 0.5 
1149 15.750783205032349 -0.0 0.0 0.0 0.0 6031.0 5847.0 5987.0 9.0 8.0 9.0 0.5 
1150 15.755765676498413 -0.0 0.0 0.0 0.0 6040.0 5855.0 5996.0 9.0 9.0 8.0 0.5 
1151 15.760866403579712 -0.0 0.0 0.0 0.0 6049.0 5864.0 6004.0 9.0 8.0 9.0 0.5 
1152 15.765766143798828 -0.0 0.0 0.0 0.0 6058.0 5872.0 6013.0 8.0 8.0 8.0 0.5 
1153 15.77077841758728 -0.0 0.0 0.0 0.0 6066.0 5880.0 6021.0 9.0 9.0 9.0 0.5 
1154 15.775774002075195 -0.0 0.0 0.0 0.0 6075.0 5889.0 6030.0 9.0 8.0 9.0 0.5 
1155 15.780821800231934 -0.0 0.0 0.0 0.0 6084.0 5897.0 6039.0 9.0 9.0 8.0 0.5 
1156 15.785762071609497 -0.0 0.0 0.0 0.0 6093.0 5906.0 6047.0 9.0 8.0 9.0 0.5 
1157 15.79092288017273 -0.0 0.0 0.0 0.0 6111.0 5922.0 6064.0 8.0 9.0 9.0 0.5 
1158 15.795836687088013 -0.0 0.0 0.0 0.0 6111.0 5922.0 6064.0 8.0 9.0 9.0 0.5 
1159 15.800802230834961 -0.0 0.0 0.0 0.0 6128.0 5939.0 6081.0 9.0 9.0 9.0 0.5 
1160 15.80580735206604 -0.0 0.0 0.0 0.0 6128.0 5939.0 6081.0 9.0 9.0 9.0 0.5 
1161 15.810784339904785 -0.0 0.0 0.0 0.0 6137.0 5948.0 6090.0 9.0 8.0 9.0 0.5 
1162 15.815799951553345 -0.0 0.0 0.0 0.0 6146.0 5956.0 6099.0 9.0 9.0 8.0 0.5 
1163 15.82078242301941 -0.0 0.0 0.0 0.0 6164.0 5973.0 6116.0 9.0 9.0 8.0 0.5 
1164 15.826069593429565 -0.0 0.0 0.0 0.0 6164.0 5973.0 6116.0 9.0 9.0 8.0 0.5 
1165 15.830794095993042 -0.0 0.0 0.0 0.0 6182.0 5991.0 6133.0 9.0 8.0 9.0 0.5 
1166 15.835776567459106 -0.0 0.0 0.0 0.0 6191.0 5999.0 6142.0 9.0 9.0 9.0 0.5 
1167 15.840816736221313 -0.0 0.0 0.0 0.0 6200.0 6008.0 6151.0 9.0 8.0 9.0 0.5 
1168 15.845796346664429 -0.0 0.0 0.0 0.0 6209.0 6016.0 6160.0 9.0 9.0 8.0 0.5 
1169 15.850824117660522 -0.0 0.0 0.0 0.0 6218.0 6025.0 6168.0 8.0 9.0 9.0 0.5 
1170 15.855800151824951 -0.0 0.0 0.0 0.0 6226.0 6034.0 6177.0 9.0 8.0 9.0 0.5 
1171 15.860872268676758 -0.0 0.0 0.0 0.0 6235.0 6042.0 6186.0 8.0 9.0 9.0 0.5 
1172 15.86579418182373 -0.0 0.0 0.0 0.0 6243.0 6051.0 6195.0 9.0 8.0 8.0 0.5 
1173 15.87079930305481 -0.0 0.0 0.0 0.0 6252.0 6059.0 6203.0 8.0 9.0 9.0 0.5 
1174 15.875789880752563 -0.0 0.0 0.0 0.0 6260.0 6068.0 6212.0 9.0 9.0 9.0 0.5 
1175 15.880781650543213 -0.0 0.0 0.0 0.0 6269.0 6077.0 6221.0 8.0 8.0 8.0 0.5 
1176 15.885756969451904 -0.0 0.0 0.0 0.0 6285.0 6094.0 6238.0 8.0 9.0 9.0 0.5 
1177 15.890844583511353 -0.0 0.0 0.0 0.0 6293.0 6103.0 6247.0 9.0 8.0 9.0 0.5 
1178 15.895779371261597 -0.0 0.0 0.0 0.0 6293.0 6103.0 6247.0 9.0 8.0 9.0 0.5 
1179 15.900800704956055 -0.0 0.0 0.0 0.0 6310.0 6120.0 6265.0 8.0 9.0 8.0 0.5 
1180 15.905837059020996 -0.0 0.0 0.0 0.0 6310.0 6120.0 6265.0 8.0 9.0 8.0 0.5 
1181 15.910791873931885 -0.0 0.0 0.0 0.0 6326.0 6137.0 6282.0 9.0 9.0 9.0 0.5 
1182 15.915807247161865 -0.0 0.0 0.0 0.0 6326.0 6137.0 6282.0 9.0 9.0 9.0 0.5 
1183 15.920805215835571 -0.0 0.0 0.0 0.0 6343.0 6155.0 6300.0 8.0 8.0 8.0 0.5 
1184 15.925793170928955 -0.0 0.0 0.0 0.0 6351.0 6163.0 6308.0 9.0 9.0 8.0 0.5 
